Organization : org4
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy declaration in MWh <energy production in MWh>
202201020515, 173, 161
202201020530, 191, 163
202201020545, 179, 150
202201020600, 179, 167
202201020615, 175, 164
202201020630, 177, 153
202201020645, 172, 161
202201020700, 193, 161
202201020715, 184, 152
202201020730, 190, 167
202201020745, 178, 160
202201020800, 178, 169
202201020815, 182, 168
202201020830, 171, 162
202201020845, 184, 172
202201020900, 171, 168
202201020915, 193, 152
202201020930, 199, 154
202201020945, 199, 172
202201021000, 196, 166
202201021015, 180, 154
202201021030, 173, 171
202201021045, 190, 154
202201021100, 194, 178
202201021115, 180, 153
202201021130, 195, 174
202201021145, 197, 179
202201021200, 183, 155
202201021215, 187, 155
202201021230, 185, 157
202201021245, 179, 158
202201021300, 199, 170
202201021315, 199, 159
202201021330, 172, 167
202201021345, 182, 177
202201021400, 181, 154
202201021415, 187, 151
202201021430, 178, 172
202201021445, 182, 177
202201021500, 200, 166
202201021515, 184, 178
202201021530, 186, 153
202201021545, 172, 178
202201021600, 185, 157
202201021615, 197, 154
202201021630, 182, 157
202201021645, 185, 159
202201021700, 178, 160
202201021715, 176, 158
202201021730, 193, 161
202201021745, 175, 177
202201021800, 199, 157
202201021815, 172, 167
202201021830, 182, 156
202201021845, 193, 159
202201021900, 187, 156
202201021915, 173, 152
202201021930, 198, 161
202201021945, 195, 167
202201022000, 194, 158
202201022015, 195, 173
202201022030, 172, 167
202201022045, 186, 176
202201022100, 171, 157
202201022115, 188, 151
202201022130, 181, 159
202201022145, 200, 159
202201022200, 183, 171
202201022215, 181, 167
202201022230, 179, 168
202201022245, 186, 177
202201022300, 176, 154
202201022315, 192, 179
202201022330, 184, 166
202201022345, 182, 165
202201030000, 184, 164
202201030015, 181, 150
202201030030, 171, 157
202201030045, 195, 176
202201030100, 179, 155
202201030115, 198, 176
202201030130, 174, 179
202201030145, 196, 177
202201030200, 182, 152
202201030215, 183, 178
202201030230, 174, 175
202201030245, 195, 151
202201030300, 192, 160
202201030315, 189, 164
202201030330, 192, 160
202201030345, 181, 169
202201030400, 195, 159
202201030415, 198, 153
202201030430, 189, 151
202201030445, 174, 152
202201030500, 180, 153
202201030515, 176, 168
202201030530, 195, 175
202201030545, 186, 175
202201030600, 198, 157
202201030615, 172, 166
202201030630, 196, 160
202201030645, 183, 162
202201030700, 174, 165
202201030715, 178, 169
202201030730, 199, 177
202201030745, 171, 161
202201030800, 195, 179
202201030815, 184, 163
202201030830, 174, 154
202201030845, 189, 177
202201030900, 183, 165
202201030915, 184, 156
202201030930, 198, 152
202201030945, 194, 175
202201031000, 176, 178
202201031015, 183, 161
202201031030, 176, 167
202201031045, 179, 167
202201031100, 186, 163
202201031115, 194, 155
202201031130, 171, 169
202201031145, 175, 172
202201031200, 191, 156
202201031215, 191, 160
202201031230, 175, 160
202201031245, 188, 154
202201031300, 200, 154
202201031315, 171, 170
202201031330, 189, 173
202201031345, 184, 154
202201031400, 190, 177
202201031415, 182, 152
202201031430, 176, 164
202201031445, 173, 173
202201031500, 176, 172
202201031515, 196, 151
202201031530, 196, 168
202201031545, 173, 151
202201031600, 181, 155
202201031615, 183, 172
202201031630, 181, 156
202201031645, 196, 177
202201031700, 195, 155
202201031715, 189, 173
202201031730, 186, 175
202201031745, 196, 160
202201031800, 195, 172
202201031815, 178, 163
202201031830, 188, 163
202201031845, 191, 156
202201031900, 195, 178
202201031915, 197, 150
202201031930, 172, 158
202201031945, 188, 169
202201032000, 191, 167
202201032015, 197, 156
202201032030, 175, 152
202201032045, 199, 150
202201032100, 188, 152
202201032115, 177, 151
202201032130, 194, 150
202201032145, 197, 159
202201032200, 187, 173
202201032215, 187, 169
202201032230, 197, 175
202201032245, 183, 157
202201032300, 190, 176
202201032315, 188, 165
202201032330, 172, 156
202201032345, 194, 158
202201040000, 193, 161
202201040015, 198, 152
202201040030, 178, 160
202201040045, 186, 174
202201040100, 195, 151
202201040115, 196, 161
202201040130, 193, 177
202201040145, 182, 175
202201040200, 172, 165
202201040215, 179, 173
202201040230, 198, 155
202201040245, 173, 152
202201040300, 180, 169
202201040315, 200, 170
202201040330, 183, 165
202201040345, 181, 153
202201040400, 180, 170
202201040415, 181, 165
202201040430, 193, 168
202201040445, 198, 168
202201040500, 196, 164
202201040515, 181, 160
202201040530, 181, 175
202201040545, 185, 171
202201040600, 181, 175
202201040615, 171, 156
202201040630, 192, 158
202201040645, 189, 155
202201040700, 191, 173
202201040715, 182, 151
202201040730, 191, 174
202201040745, 176, 153
202201040800, 175, 171
202201040815, 199, 173
202201040830, 183, 158
202201040845, 187, 150
202201040900, 178, 158
202201040915, 195, 161
202201040930, 182, 177
202201040945, 200, 159
202201041000, 174, 173
202201041015, 180, 162
202201041030, 190, 166
202201041045, 171, 151
202201041100, 183, 175
202201041115, 193, 179
202201041130, 196, 159
202201041145, 197, 172
202201041200, 192, 159
202201041215, 187, 175
202201041230, 172, 154
202201041245, 198, 155
202201041300, 183, 156
202201041315, 183, 179
202201041330, 198, 158
202201041345, 193, 159
202201041400, 199, 166
202201041415, 198, 157
202201041430, 179, 162
202201041445, 179, 171
202201041500, 176, 179
202201041515, 195, 178
202201041530, 179, 159
202201041545, 171, 174
202201041600, 172, 170
202201041615, 190, 158
202201041630, 195, 179
202201041645, 173, 166
202201041700, 185, 153
202201041715, 193, 178
202201041730, 188, 166
202201041745, 181, 164
202201041800, 178, 176
202201041815, 194, 153
202201041830, 188, 176
202201041845, 173, 158
202201041900, 187, 165
202201041915, 180, 162
202201041930, 175, 174
202201041945, 197, 156
202201042000, 172, 164
202201042015, 186, 150
202201042030, 191, 170
202201042045, 194, 157
202201042100, 198, 164
202201042115, 196, 177
202201042130, 172, 161
202201042145, 200, 160
202201042200, 194, 165
202201042215, 200, 172
202201042230, 196, 159
202201042245, 187, 155
202201042300, 192, 159
202201042315, 172, 170
202201042330, 177, 170
202201042345, 186, 166
202201050000, 200, 173
202201050015, 178, 179
202201050030, 178, 158
202201050045, 192, 155
202201050100, 189, 166
202201050115, 185, 164
202201050130, 176, 171
202201050145, 199, 152
202201050200, 186, 161
202201050215, 197, 163
202201050230, 175, 157
202201050245, 200, 159
202201050300, 183, 157
202201050315, 187, 161
202201050330, 198, 176
202201050345, 178, 175
202201050400, 200, 175
202201050415, 194, 156
202201050430, 183, 153
202201050445, 196, 150
202201050500, 179, 170
202201050515, 172, 161
202201050530, 185, 179
202201050545, 190, 176
202201050600, 174, 164
202201050615, 185, 159
202201050630, 172, 167
202201050645, 181, 165
202201050700, 185, 162
202201050715, 187, 170
202201050730, 178, 169
202201050745, 172, 161
202201050800, 173, 168
202201050815, 187, 152
202201050830, 191, 175
202201050845, 176, 162
202201050900, 192, 157
202201050915, 198, 169
202201050930, 177, 151
202201050945, 184, 164
202201051000, 176, 178
202201051015, 199, 175
202201051030, 177, 156
202201051045, 184, 152
202201051100, 177, 158
202201051115, 194, 162
202201051130, 190, 160
202201051145, 175, 167
202201051200, 191, 171
202201051215, 185, 170
202201051230, 177, 164
202201051245, 182, 170
202201051300, 173, 154
202201051315, 177, 173
202201051330, 184, 163
202201051345, 193, 174
202201051400, 181, 150
202201051415, 181, 169
202201051430, 189, 158
202201051445, 176, 165
202201051500, 195, 173
202201051515, 195, 153
202201051530, 178, 153
202201051545, 171, 166
202201051600, 190, 161
202201051615, 194, 171
202201051630, 176, 177
202201051645, 188, 178
202201051700, 185, 173
202201051715, 196, 164
202201051730, 180, 156
202201051745, 171, 168
202201051800, 185, 162
202201051815, 175, 153
202201051830, 186, 171
202201051845, 191, 171
202201051900, 196, 164
202201051915, 199, 176
202201051930, 181, 157
202201051945, 187, 157
202201052000, 174, 179
202201052015, 174, 165
202201052030, 199, 161
202201052045, 176, 151
202201052100, 200, 158
202201052115, 197, 172
202201052130, 184, 163
202201052145, 200, 170
202201052200, 180, 169
202201052215, 181, 175
202201052230, 193, 151
202201052245, 187, 174
202201052300, 181, 171
202201052315, 190, 158
202201052330, 175, 166
202201052345, 194, 155
202201060000, 191, 153
202201060015, 177, 163
202201060030, 172, 173
202201060045, 198, 157
202201060100, 186, 177
202201060115, 185, 175
202201060130, 174, 151
202201060145, 175, 178
202201060200, 192, 164
202201060215, 189, 159
202201060230, 200, 160
202201060245, 172, 161
202201060300, 182, 161
202201060315, 177, 157
202201060330, 181, 170
202201060345, 194, 162
202201060400, 183, 156
202201060415, 189, 172
202201060430, 194, 158
202201060445, 178, 168
202201060500, 191, 153
202201060515, 189, 171
202201060530, 179, 174
202201060545, 190, 179
202201060600, 196, 159
202201060615, 177, 164
202201060630, 189, 159
202201060645, 171, 165
202201060700, 198, 156
202201060715, 184, 150
202201060730, 182, 154
202201060745, 190, 167
202201060800, 186, 165
202201060815, 175, 161
202201060830, 192, 152
202201060845, 174, 174
202201060900, 193, 155
202201060915, 181, 177
202201060930, 185, 163
202201060945, 193, 173
202201061000, 193, 172
202201061015, 197, 176
202201061030, 196, 172
202201061045, 186, 169
202201061100, 190, 176
202201061115, 193, 159
202201061130, 200, 156
202201061145, 182, 168
202201061200, 191, 169
202201061215, 193, 150
202201061230, 179, 158
202201061245, 184, 176
202201061300, 193, 157
202201061315, 197, 170
202201061330, 185, 177
202201061345, 191, 157
202201061400, 178, 174
202201061415, 192, 174
202201061430, 193, 152
202201061445, 189, 174
202201061500, 190, 161
202201061515, 172, 173
202201061530, 188, 160
202201061545, 174, 172
202201061600, 172, 179
202201061615, 200, 154
202201061630, 190, 168
202201061645, 183, 169
202201061700, 176, 163
202201061715, 172, 168
202201061730, 196, 154
202201061745, 176, 152
202201061800, 171, 173
202201061815, 191, 163
202201061830, 173, 177
202201061845, 184, 169
202201061900, 183, 169
202201061915, 175, 178
202201061930, 173, 175
202201061945, 190, 159
202201062000, 197, 178
202201062015, 179, 157
202201062030, 193, 161
202201062045, 186, 158
202201062100, 197, 173
202201062115, 182, 160
202201062130, 189, 158
202201062145, 200, 165
202201062200, 185, 155
202201062215, 200, 177
202201062230, 193, 155
202201062245, 199, 176
202201062300, 174, 155
202201062315, 183, 168
202201062330, 173, 168
202201062345, 178, 162
202201070000, 175, 179
202201070015, 172, 164
202201070030, 191, 162
202201070045, 185, 169
202201070100, 193, 169
202201070115, 181, 164
202201070130, 177, 164
202201070145, 196, 160
202201070200, 173, 164
202201070215, 194, 157
202201070230, 179, 174
202201070245, 192, 150
202201070300, 173, 161
202201070315, 198, 154
202201070330, 174, 161
202201070345, 196, 174
202201070400, 193, 159
202201070415, 188, 172
202201070430, 194, 159
202201070445, 199, 161
202201070500, 176, 155
202201070515, 184, 150
202201070530, 189, 156
202201070545, 181, 167
202201070600, 180, 174
202201070615, 191, 170
202201070630, 190, 153
202201070645, 192, 172
202201070700, 174, 178
202201070715, 173, 167
202201070730, 182, 154
202201070745, 186, 153
202201070800, 192, 177
202201070815, 172, 171
202201070830, 173, 161
202201070845, 195, 159
202201070900, 176, 151
202201070915, 186, 155
202201070930, 191, 174
202201070945, 171, 162
202201071000, 186, 171
202201071015, 181, 176
202201071030, 185, 158
202201071045, 172, 157
202201071100, 187, 164
202201071115, 174, 176
202201071130, 183, 174
202201071145, 199, 166
202201071200, 195, 179
202201071215, 180, 156
202201071230, 200, 163
202201071245, 189, 158
202201071300, 197, 161
202201071315, 191, 168
202201071330, 192, 165
202201071345, 188, 173
202201071400, 187, 166
202201071415, 200, 169
202201071430, 178, 151
202201071445, 179, 152
202201071500, 195, 156
202201071515, 176, 171
202201071530, 177, 151
202201071545, 190, 162
202201071600, 191, 168
202201071615, 200, 177
202201071630, 197, 165
202201071645, 176, 177
202201071700, 188, 175
202201071715, 199, 165
202201071730, 197, 161
202201071745, 176, 179
202201071800, 192, 150
202201071815, 185, 151
202201071830, 180, 170
202201071845, 195, 151
202201071900, 171, 153
202201071915, 188, 153
202201071930, 191, 174
202201071945, 186, 164
202201072000, 199, 179
202201072015, 195, 179
202201072030, 184, 165
202201072045, 182, 160
202201072100, 186, 165
202201072115, 185, 167
202201072130, 186, 163
202201072145, 183, 154
202201072200, 193, 161
202201072215, 178, 153
202201072230, 178, 161
202201072245, 181, 168
202201072300, 195, 168
202201072315, 174, 170
202201072330, 174, 172
202201072345, 180, 160
202201080000, 195, 160
202201080015, 179, 178
202201080030, 175, 172
202201080045, 180, 170
202201080100, 200, 165
202201080115, 179, 160
202201080130, 181, 173
202201080145, 176, 178
202201080200, 173, 176
202201080215, 172, 151
202201080230, 193, 168
202201080245, 171, 171
202201080300, 193, 162
202201080315, 194, 159
202201080330, 190, 155
202201080345, 171, 151
202201080400, 189, 169
202201080415, 193, 172
202201080430, 179, 153
202201080445, 182, 151
202201080500, 179, 152
202201080515, 199, 151
202201080530, 196, 150
202201080545, 178, 157
202201080600, 173, 168
202201080615, 188, 171
202201080630, 181, 153
202201080645, 191, 152
202201080700, 189, 160
202201080715, 180, 163
202201080730, 172, 150
202201080745, 175, 162
202201080800, 190, 177
202201080815, 189, 176
202201080830, 183, 161
202201080845, 199, 157
202201080900, 182, 157
202201080915, 180, 179
202201080930, 182, 172
202201080945, 185, 157
202201081000, 198, 171
202201081015, 189, 169
202201081030, 193, 177
202201081045, 190, 172
202201081100, 188, 163
202201081115, 182, 157
202201081130, 190, 161
202201081145, 183, 163
202201081200, 186, 150
202201081215, 194, 179
202201081230, 186, 175
202201081245, 193, 167
202201081300, 188, 150
202201081315, 189, 165
202201081330, 176, 176
202201081345, 200, 150
202201081400, 181, 153
202201081415, 187, 177
202201081430, 173, 179
202201081445, 179, 168
202201081500, 190, 150
202201081515, 173, 168
202201081530, 192, 152
202201081545, 194, 156
202201081600, 173, 169
202201081615, 192, 159
202201081630, 178, 157
202201081645, 180, 168
202201081700, 179, 157
202201081715, 197, 159
202201081730, 190, 174
202201081745, 185, 163
202201081800, 200, 174
202201081815, 172, 176
202201081830, 196, 156
202201081845, 175, 160
202201081900, 175, 174
202201081915, 186, 157
202201081930, 184, 168
202201081945, 179, 153
202201082000, 200, 169
202201082015, 194, 163
202201082030, 172, 150
202201082045, 179, 175
202201082100, 187, 152
202201082115, 174, 158
202201082130, 198, 163
202201082145, 200, 162
202201082200, 196, 152
202201082215, 189, 168
202201082230, 179, 170
202201082245, 199, 166
202201082300, 184, 155
202201082315, 178, 168
202201082330, 196, 165
202201082345, 188, 175
202201090000, 182, 161
202201090015, 187, 150
202201090030, 186, 178
202201090045, 187, 168
202201090100, 200, 154
202201090115, 188, 160
202201090130, 194, 151
202201090145, 182, 166
202201090200, 179, 170
202201090215, 192, 175
202201090230, 179, 153
202201090245, 194, 178
202201090300, 183, 168
202201090315, 195, 167
202201090330, 191, 171
202201090345, 180, 164
202201090400, 197, 155
202201090415, 185, 175
202201090430, 196, 151
202201090445, 187, 179
202201090500, 175, 174
202201090515, 192, 157
202201090530, 194, 178
202201090545, 174, 175
202201090600, 194, 177
202201090615, 198, 155
202201090630, 180, 176
202201090645, 176, 160
202201090700, 197, 171
202201090715, 180, 162
202201090730, 200, 167
202201090745, 182, 179
202201090800, 185, 163
202201090815, 194, 153
202201090830, 180, 167
202201090845, 181, 172
202201090900, 179, 163
202201090915, 177, 162
202201090930, 172, 156
202201090945, 184, 156
202201091000, 175, 158
202201091015, 188, 164
202201091030, 188, 179
202201091045, 200, 164
202201091100, 171, 164
202201091115, 191, 160
202201091130, 195, 152
202201091145, 191, 150
202201091200, 175, 158
202201091215, 199, 154
202201091230, 200, 152
202201091245, 171, 173
202201091300, 190, 164
202201091315, 171, 160
202201091330, 181, 160
202201091345, 185, 166
202201091400, 177, 166
202201091415, 184, 163
202201091430, 184, 151
202201091445, 191, 153
202201091500, 180, 154
202201091515, 180, 173
202201091530, 195, 169
202201091545, 188, 170
202201091600, 181, 152
202201091615, 184, 177
202201091630, 184, 178
202201091645, 196, 167
202201091700, 180, 171
202201091715, 179, 151
202201091730, 194, 154
202201091745, 192, 164
202201091800, 198, 164
202201091815, 172, 153
202201091830, 182, 168
202201091845, 181, 169
202201091900, 178, 154
202201091915, 189, 177
202201091930, 177, 168
202201091945, 187, 160
202201092000, 174, 160
202201092015, 179, 158
202201092030, 196, 159
202201092045, 192, 179
202201092100, 173, 165
202201092115, 175, 165
202201092130, 189, 152
202201092145, 196, 155
202201092200, 200, 175
202201092215, 198, 151
202201092230, 178, 174
202201092245, 176, 176
202201092300, 198, 170
202201092315, 193, 175
202201092330, 175, 152
202201092345, 192, 157
202201100000, 196, 178
202201100015, 177, 155
202201100030, 181, 164
202201100045, 175, 176
202201100100, 180, 179
202201100115, 195, 167
202201100130, 175, 171
202201100145, 178, 167
202201100200, 173, 158
202201100215, 174, 164
202201100230, 174, 171
202201100245, 190, 162
202201100300, 189, 153
202201100315, 177, 155
202201100330, 186, 179
202201100345, 181, 165
202201100400, 176, 153
202201100415, 197, 172
202201100430, 175, 176
202201100445, 199, 158
202201100500, 182, 177
202201100515, 190, 169
202201100530, 194, 168
202201100545, 197, 170
202201100600, 179, 169
202201100615, 174, 173
202201100630, 186, 159
202201100645, 177, 161
202201100700, 178, 167
202201100715, 192, 167
202201100730, 200, 177
202201100745, 181, 153
202201100800, 184, 173
202201100815, 195, 150
202201100830, 183, 165
202201100845, 197, 167
202201100900, 198, 174
202201100915, 186, 170
202201100930, 182, 174
202201100945, 191, 158
202201101000, 190, 177
202201101015, 194, 163
202201101030, 184, 167
202201101045, 187, 162
202201101100, 183, 156
202201101115, 174, 161
202201101130, 172, 163
202201101145, 189, 162
202201101200, 192, 175
202201101215, 197, 168
202201101230, 196, 167
202201101245, 184, 170
202201101300, 190, 178
202201101315, 193, 157
202201101330, 174, 150
202201101345, 189, 153
202201101400, 199, 160
202201101415, 178, 161
202201101430, 182, 165
202201101445, 199, 167
202201101500, 182, 154
202201101515, 176, 167
202201101530, 194, 173
202201101545, 193, 169
202201101600, 194, 154
202201101615, 188, 159
202201101630, 182, 175
202201101645, 174, 152
202201101700, 183, 171
202201101715, 195, 154
202201101730, 186, 160
202201101745, 187, 158
202201101800, 176, 150
202201101815, 177, 158
202201101830, 192, 174
202201101845, 172, 164
202201101900, 180, 168
202201101915, 179, 166
202201101930, 193, 166
202201101945, 188, 169
202201102000, 191, 156
202201102015, 179, 152
202201102030, 186, 151
202201102045, 180, 156
202201102100, 176, 157
202201102115, 182, 158
202201102130, 188, 159
202201102145, 189, 171
202201102200, 191, 168
202201102215, 176, 174
202201102230, 200, 153
202201102245, 192, 179
202201102300, 179, 152
202201102315, 182, 172
202201102330, 178, 175
202201102345, 185, 160
202201110000, 184, 174
202201110015, 200, 157
202201110030, 189, 169
202201110045, 182, 173
202201110100, 187, 155
202201110115, 179, 165
202201110130, 199, 156
202201110145, 199, 178
202201110200, 182, 173
202201110215, 194, 164
202201110230, 171, 173
202201110245, 186, 170
202201110300, 189, 158
202201110315, 183, 178
202201110330, 177, 170
202201110345, 187, 169
202201110400, 177, 150
202201110415, 188, 164
202201110430, 187, 157
202201110445, 172, 150
202201110500, 188, 175
202201110515, 190, 151
202201110530, 175, 164
202201110545, 174, 163
202201110600, 171, 175
202201110615, 183, 153
202201110630, 188, 167
202201110645, 183, 174
202201110700, 183, 160
202201110715, 173, 155
202201110730, 189, 156
202201110745, 172, 162
202201110800, 184, 175
202201110815, 199, 160
202201110830, 199, 154
202201110845, 179, 175
202201110900, 198, 176
202201110915, 192, 157
202201110930, 198, 164
202201110945, 172, 167
202201111000, 186, 162
202201111015, 183, 160
202201111030, 193, 156
202201111045, 172, 173
202201111100, 183, 160
202201111115, 189, 175
202201111130, 174, 150
202201111145, 183, 177
202201111200, 191, 158
202201111215, 176, 165
202201111230, 179, 157
202201111245, 178, 153
202201111300, 176, 171
202201111315, 191, 162
202201111330, 189, 159
202201111345, 188, 158
202201111400, 184, 159
202201111415, 181, 153
202201111430, 176, 172
202201111445, 175, 157
202201111500, 182, 151
202201111515, 200, 158
202201111530, 187, 160
202201111545, 192, 152
202201111600, 188, 150
202201111615, 171, 162
202201111630, 189, 179
202201111645, 195, 178
202201111700, 195, 163
202201111715, 195, 176
202201111730, 180, 178
202201111745, 191, 162
202201111800, 189, 160
202201111815, 194, 152
202201111830, 185, 162
202201111845, 186, 171
202201111900, 190, 151
202201111915, 183, 152
202201111930, 176, 171
202201111945, 190, 164
202201112000, 172, 172
202201112015, 182, 158
202201112030, 178, 166
202201112045, 194, 158
202201112100, 181, 158
202201112115, 175, 178
202201112130, 180, 165
202201112145, 189, 156
202201112200, 181, 166
202201112215, 195, 170
202201112230, 181, 168
202201112245, 179, 157
202201112300, 171, 156
202201112315, 186, 160
202201112330, 183, 162
202201112345, 199, 170
202201120000, 186, 172
202201120015, 176, 150
202201120030, 192, 170
202201120045, 186, 150
202201120100, 177, 170
202201120115, 196, 164
202201120130, 197, 178
202201120145, 188, 165
202201120200, 173, 163
202201120215, 184, 163
202201120230, 200, 168
202201120245, 172, 174
202201120300, 173, 165
202201120315, 187, 174
202201120330, 200, 154
202201120345, 179, 161
202201120400, 176, 158
202201120415, 176, 168
202201120430, 198, 152
202201120445, 200, 171
202201120500, 198, 173
202201120515, 182, 166
202201120530, 193, 169
202201120545, 189, 161
202201120600, 198, 174
202201120615, 178, 178
202201120630, 179, 151
202201120645, 184, 157
202201120700, 190, 157
202201120715, 176, 156
202201120730, 200, 157
202201120745, 180, 173
202201120800, 194, 165
202201120815, 171, 158
202201120830, 187, 170
202201120845, 187, 158
202201120900, 192, 158
202201120915, 174, 165
202201120930, 197, 178
202201120945, 173, 162
202201121000, 171, 169
202201121015, 193, 155
202201121030, 177, 176
202201121045, 174, 175
202201121100, 183, 173
202201121115, 191, 150
202201121130, 178, 150
202201121145, 188, 166
202201121200, 185, 155
202201121215, 199, 161
202201121230, 175, 174
202201121245, 197, 177
202201121300, 184, 159
202201121315, 187, 151
202201121330, 183, 173
202201121345, 181, 177
202201121400, 193, 157
202201121415, 184, 167
202201121430, 193, 157
202201121445, 188, 153
202201121500, 188, 166
202201121515, 174, 153
202201121530, 197, 168
202201121545, 176, 163
202201121600, 183, 160
202201121615, 173, 156
202201121630, 200, 166
202201121645, 189, 164
202201121700, 196, 165
202201121715, 173, 158
202201121730, 174, 159
202201121745, 178, 155
202201121800, 198, 157
202201121815, 189, 175
202201121830, 194, 158
202201121845, 188, 170
202201121900, 192, 178
202201121915, 200, 151
202201121930, 192, 173
202201121945, 181, 154
202201122000, 188, 155
202201122015, 189, 175
202201122030, 197, 165
202201122045, 178, 170
202201122100, 196, 159
202201122115, 183, 171
202201122130, 186, 169
202201122145, 188, 160
202201122200, 176, 157
202201122215, 186, 172
202201122230, 200, 158
202201122245, 193, 170
202201122300, 197, 177
202201122315, 200, 152
202201122330, 189, 178
202201122345, 179, 162
202201130000, 185, 174
202201130015, 199, 156
202201130030, 182, 157
202201130045, 198, 162
202201130100, 187, 153
202201130115, 174, 165
202201130130, 185, 177
202201130145, 179, 157
202201130200, 171, 169
202201130215, 190, 161
202201130230, 178, 166
202201130245, 192, 177
202201130300, 190, 165
202201130315, 185, 161
202201130330, 175, 167
202201130345, 198, 150
202201130400, 175, 167
202201130415, 184, 161
202201130430, 171, 157
202201130445, 199, 176
202201130500, 173, 174
202201130515, 189, 152
202201130530, 188, 174
202201130545, 183, 179
202201130600, 174, 161
202201130615, 184, 156
202201130630, 185, 165
202201130645, 200, 156
202201130700, 186, 165
202201130715, 191, 164
202201130730, 199, 166
202201130745, 191, 164
202201130800, 184, 160
202201130815, 175, 179
202201130830, 181, 154
202201130845, 198, 172
202201130900, 183, 155
202201130915, 194, 170
202201130930, 186, 175
202201130945, 198, 168
202201131000, 190, 159
202201131015, 195, 157
202201131030, 195, 167
202201131045, 183, 175
202201131100, 185, 171
202201131115, 188, 166
202201131130, 185, 164
202201131145, 182, 175
202201131200, 173, 173
202201131215, 191, 153
202201131230, 192, 169
202201131245, 200, 152
202201131300, 183, 159
202201131315, 173, 156
202201131330, 195, 160
202201131345, 173, 166
202201131400, 187, 163
202201131415, 186, 152
202201131430, 180, 167
202201131445, 189, 169
202201131500, 182, 150
202201131515, 190, 171
202201131530, 191, 163
202201131545, 180, 177
202201131600, 181, 156
202201131615, 179, 155
202201131630, 184, 150
202201131645, 180, 160
202201131700, 182, 174
202201131715, 178, 158
202201131730, 194, 179
202201131745, 188, 151
202201131800, 171, 177
202201131815, 188, 150
202201131830, 184, 163
202201131845, 192, 169
202201131900, 175, 152
202201131915, 174, 173
202201131930, 191, 175
202201131945, 190, 166
202201132000, 192, 162
202201132015, 188, 158
202201132030, 179, 172
202201132045, 196, 173
202201132100, 199, 170
202201132115, 187, 160
202201132130, 173, 159
202201132145, 179, 167
202201132200, 176, 150
202201132215, 198, 164
202201132230, 184, 162
202201132245, 175, 155
202201132300, 188, 173
202201132315, 186, 150
202201132330, 198, 151
202201132345, 183, 176
202201140000, 174, 169
202201140015, 193, 171
202201140030, 191, 167
202201140045, 198, 155
202201140100, 177, 169
202201140115, 186, 151
202201140130, 188, 171
202201140145, 182, 176
202201140200, 191, 173
202201140215, 194, 154
202201140230, 175, 152
202201140245, 191, 175
202201140300, 200, 172
202201140315, 194, 152
