Organization : org2
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy declaration in MWh <energy production in MWh>
202201041830, 110, 121
202201041845, 114, 99
202201041900, 112, 104
202201041915, 124, 110
202201041930, 113, 99
202201041945, 128, 113
202201042000, 131, 97
202201042015, 120, 123
202201042030, 107, 123
202201042045, 118, 100
202201042100, 116, 114
202201042115, 125, 112
202201042130, 117, 106
202201042145, 118, 110
202201042200, 118, 116
202201042215, 114, 120
202201042230, 122, 116
202201042245, 127, 120
202201042300, 119, 102
202201042315, 118, 95
202201042330, 112, 98
202201042345, 132, 100
202201050000, 131, 122
202201050015, 134, 107
202201050030, 105, 104
202201050045, 125, 116
202201050100, 114, 110
202201050115, 134, 111
202201050130, 119, 99
202201050145, 130, 104
202201050200, 118, 111
202201050215, 124, 107
202201050230, 107, 118
202201050245, 110, 106
202201050300, 123, 112
202201050315, 121, 100
202201050330, 122, 107
202201050345, 116, 100
202201050400, 131, 108
202201050415, 110, 116
202201050430, 122, 96
202201050445, 124, 123
202201050500, 127, 113
202201050515, 128, 114
202201050530, 118, 108
202201050545, 123, 100
202201050600, 120, 98
202201050615, 107, 102
202201050630, 125, 103
202201050645, 134, 124
202201050700, 132, 105
202201050715, 121, 118
202201050730, 114, 108
202201050745, 121, 114
202201050800, 129, 122
202201050815, 130, 123
202201050830, 128, 105
202201050845, 121, 113
202201050900, 111, 109
202201050915, 115, 124
202201050930, 119, 110
202201050945, 108, 116
202201051000, 111, 106
202201051015, 118, 109
202201051030, 132, 96
202201051045, 106, 123
202201051100, 124, 109
202201051115, 116, 121
202201051130, 116, 115
202201051145, 129, 98
202201051200, 129, 118
202201051215, 127, 112
202201051230, 112, 115
202201051245, 116, 95
202201051300, 112, 122
202201051315, 115, 99
202201051330, 109, 109
202201051345, 121, 118
202201051400, 114, 116
202201051415, 113, 95
202201051430, 112, 110
202201051445, 107, 100
202201051500, 118, 119
202201051515, 116, 101
202201051530, 123, 97
202201051545, 113, 116
202201051600, 120, 96
202201051615, 131, 110
202201051630, 119, 95
202201051645, 113, 122
202201051700, 106, 102
202201051715, 114, 112
202201051730, 119, 108
202201051745, 110, 118
202201051800, 123, 101
202201051815, 114, 106
202201051830, 115, 98
202201051845, 133, 119
202201051900, 130, 105
202201051915, 115, 100
202201051930, 132, 98
202201051945, 133, 100
202201052000, 124, 105
202201052015, 125, 105
202201052030, 112, 112
202201052045, 113, 95
202201052100, 107, 109
202201052115, 125, 112
202201052130, 112, 115
202201052145, 108, 95
202201052200, 127, 95
202201052215, 112, 100
202201052230, 134, 99
202201052245, 110, 113
202201052300, 123, 105
202201052315, 114, 110
202201052330, 117, 100
202201052345, 115, 110
202201060000, 127, 111
202201060015, 122, 113
202201060030, 120, 108
202201060045, 123, 112
202201060100, 122, 111
202201060115, 110, 105
202201060130, 129, 119
202201060145, 114, 99
202201060200, 130, 103
202201060215, 108, 102
202201060230, 114, 108
202201060245, 113, 113
202201060300, 122, 123
202201060315, 129, 112
202201060330, 126, 98
202201060345, 125, 119
202201060400, 126, 100
202201060415, 115, 95
202201060430, 105, 97
202201060445, 115, 95
202201060500, 105, 97
202201060515, 120, 96
202201060530, 113, 122
202201060545, 131, 97
202201060600, 118, 118
202201060615, 120, 111
202201060630, 106, 104
202201060645, 107, 121
202201060700, 120, 108
202201060715, 114, 97
202201060730, 115, 111
202201060745, 114, 103
202201060800, 115, 99
202201060815, 109, 116
202201060830, 116, 123
202201060845, 128, 113
202201060900, 111, 112
202201060915, 111, 102
202201060930, 123, 111
202201060945, 113, 95
202201061000, 106, 115
202201061015, 120, 102
202201061030, 109, 103
202201061045, 105, 103
202201061100, 116, 113
202201061115, 114, 104
202201061130, 111, 101
202201061145, 123, 95
202201061200, 133, 98
202201061215, 116, 124
202201061230, 127, 98
202201061245, 111, 113
202201061300, 124, 102
202201061315, 120, 96
202201061330, 119, 112
202201061345, 118, 97
202201061400, 122, 97
202201061415, 133, 106
202201061430, 123, 121
202201061445, 111, 113
202201061500, 117, 107
202201061515, 127, 114
202201061530, 128, 100
202201061545, 108, 106
202201061600, 115, 110
202201061615, 108, 107
202201061630, 131, 106
202201061645, 118, 99
202201061700, 110, 98
202201061715, 132, 102
202201061730, 129, 111
202201061745, 118, 111
202201061800, 125, 95
202201061815, 115, 120
202201061830, 107, 117
202201061845, 122, 97
202201061900, 105, 115
202201061915, 126, 117
202201061930, 128, 124
202201061945, 121, 106
202201062000, 132, 108
202201062015, 115, 123
202201062030, 122, 118
202201062045, 119, 98
202201062100, 128, 110
202201062115, 114, 124
202201062130, 128, 124
202201062145, 124, 115
202201062200, 125, 119
202201062215, 129, 117
202201062230, 115, 121
202201062245, 110, 110
202201062300, 119, 116
202201062315, 124, 105
202201062330, 110, 124
202201062345, 127, 99
202201070000, 116, 111
202201070015, 116, 123
202201070030, 108, 123
202201070045, 126, 114
202201070100, 107, 101
202201070115, 114, 118
202201070130, 129, 116
202201070145, 126, 101
202201070200, 130, 111
202201070215, 114, 116
202201070230, 126, 99
202201070245, 129, 109
202201070300, 128, 117
202201070315, 120, 99
202201070330, 134, 111
202201070345, 124, 106
202201070400, 116, 114
202201070415, 125, 95
202201070430, 112, 114
202201070445, 124, 99
202201070500, 128, 97
202201070515, 113, 99
202201070530, 117, 106
202201070545, 109, 117
202201070600, 124, 114
202201070615, 133, 122
202201070630, 122, 120
202201070645, 114, 112
202201070700, 120, 109
202201070715, 115, 108
202201070730, 106, 110
202201070745, 111, 98
202201070800, 116, 111
202201070815, 131, 120
202201070830, 133, 123
202201070845, 113, 102
202201070900, 117, 103
202201070915, 131, 115
202201070930, 105, 99
202201070945, 108, 116
202201071000, 111, 98
202201071015, 124, 122
202201071030, 119, 110
202201071045, 107, 124
202201071100, 114, 120
202201071115, 120, 124
202201071130, 120, 116
202201071145, 108, 100
202201071200, 133, 110
202201071215, 107, 113
202201071230, 130, 111
202201071245, 114, 113
202201071300, 128, 113
202201071315, 116, 109
202201071330, 113, 95
202201071345, 109, 97
202201071400, 123, 98
202201071415, 134, 104
202201071430, 132, 117
202201071445, 105, 110
202201071500, 132, 119
202201071515, 130, 97
202201071530, 106, 116
202201071545, 122, 109
202201071600, 118, 107
202201071615, 130, 124
202201071630, 119, 116
202201071645, 122, 107
202201071700, 112, 114
202201071715, 126, 106
202201071730, 110, 98
202201071745, 111, 99
202201071800, 114, 103
202201071815, 107, 117
202201071830, 113, 118
202201071845, 112, 119
202201071900, 132, 96
202201071915, 133, 113
202201071930, 120, 107
202201071945, 119, 104
202201072000, 112, 105
202201072015, 115, 101
202201072030, 124, 106
202201072045, 121, 109
202201072100, 119, 123
202201072115, 116, 96
202201072130, 133, 115
202201072145, 121, 109
202201072200, 128, 106
202201072215, 114, 110
202201072230, 129, 99
202201072245, 105, 115
202201072300, 128, 101
202201072315, 122, 108
202201072330, 121, 104
202201072345, 114, 120
202201080000, 108, 115
202201080015, 108, 106
202201080030, 121, 109
202201080045, 130, 95
202201080100, 105, 117
202201080115, 133, 116
202201080130, 113, 104
202201080145, 133, 121
202201080200, 125, 97
202201080215, 125, 112
202201080230, 124, 124
202201080245, 111, 122
202201080300, 119, 105
202201080315, 125, 115
202201080330, 118, 107
202201080345, 126, 101
202201080400, 126, 124
202201080415, 109, 120
202201080430, 125, 99
202201080445, 117, 120
202201080500, 121, 97
202201080515, 125, 115
202201080530, 117, 101
202201080545, 131, 100
202201080600, 120, 112
202201080615, 117, 117
202201080630, 117, 122
202201080645, 112, 121
202201080700, 113, 118
202201080715, 111, 114
202201080730, 115, 105
202201080745, 121, 111
202201080800, 124, 97
202201080815, 116, 110
202201080830, 127, 97
202201080845, 124, 96
202201080900, 128, 113
202201080915, 118, 110
202201080930, 116, 95
202201080945, 106, 122
202201081000, 124, 101
202201081015, 125, 104
202201081030, 129, 101
202201081045, 129, 123
202201081100, 127, 96
202201081115, 134, 113
202201081130, 117, 113
202201081145, 116, 123
202201081200, 108, 124
202201081215, 124, 99
202201081230, 124, 104
202201081245, 134, 103
202201081300, 108, 109
202201081315, 127, 104
202201081330, 108, 121
202201081345, 127, 108
202201081400, 119, 111
202201081415, 110, 96
202201081430, 125, 119
202201081445, 129, 100
202201081500, 114, 116
202201081515, 116, 111
202201081530, 112, 123
202201081545, 107, 119
202201081600, 113, 108
202201081615, 107, 100
202201081630, 109, 107
202201081645, 133, 97
202201081700, 110, 98
202201081715, 120, 106
202201081730, 115, 107
202201081745, 129, 105
202201081800, 122, 115
202201081815, 112, 122
202201081830, 129, 107
202201081845, 107, 104
202201081900, 105, 101
202201081915, 131, 117
202201081930, 117, 96
202201081945, 122, 105
202201082000, 124, 113
202201082015, 131, 117
202201082030, 109, 100
202201082045, 116, 114
202201082100, 132, 111
202201082115, 113, 107
202201082130, 134, 113
202201082145, 113, 103
202201082200, 114, 100
202201082215, 120, 118
202201082230, 108, 112
202201082245, 106, 101
202201082300, 121, 101
202201082315, 119, 122
202201082330, 111, 112
202201082345, 111, 106
202201090000, 118, 123
202201090015, 109, 96
202201090030, 117, 107
202201090045, 124, 116
202201090100, 121, 97
202201090115, 124, 112
202201090130, 118, 102
202201090145, 109, 116
202201090200, 126, 124
202201090215, 119, 115
202201090230, 113, 97
202201090245, 110, 118
202201090300, 125, 121
202201090315, 129, 109
202201090330, 115, 117
202201090345, 106, 116
202201090400, 114, 114
202201090415, 126, 117
202201090430, 109, 103
202201090445, 127, 119
202201090500, 127, 114
202201090515, 127, 95
202201090530, 112, 116
202201090545, 130, 110
202201090600, 114, 120
202201090615, 125, 110
202201090630, 110, 99
202201090645, 116, 124
202201090700, 128, 101
202201090715, 129, 119
202201090730, 117, 103
202201090745, 120, 108
202201090800, 132, 104
202201090815, 125, 102
202201090830, 113, 118
202201090845, 122, 120
202201090900, 131, 115
202201090915, 128, 106
202201090930, 116, 123
202201090945, 130, 99
202201091000, 118, 117
202201091015, 126, 112
202201091030, 106, 103
202201091045, 131, 113
202201091100, 123, 118
202201091115, 132, 103
202201091130, 121, 98
202201091145, 116, 101
202201091200, 116, 111
202201091215, 114, 115
202201091230, 115, 107
202201091245, 130, 102
202201091300, 123, 117
202201091315, 130, 102
202201091330, 110, 116
202201091345, 117, 120
202201091400, 112, 104
202201091415, 111, 116
202201091430, 117, 121
202201091445, 116, 115
202201091500, 116, 120
202201091515, 132, 118
202201091530, 111, 113
202201091545, 112, 116
202201091600, 119, 117
202201091615, 134, 101
202201091630, 115, 111
202201091645, 134, 96
202201091700, 129, 110
202201091715, 126, 96
202201091730, 120, 116
202201091745, 116, 112
202201091800, 105, 123
202201091815, 125, 101
202201091830, 129, 116
202201091845, 124, 99
202201091900, 109, 106
202201091915, 109, 101
202201091930, 132, 110
202201091945, 105, 122
202201092000, 109, 98
202201092015, 124, 99
202201092030, 107, 100
202201092045, 117, 112
202201092100, 111, 95
202201092115, 123, 115
202201092130, 132, 115
202201092145, 112, 122
202201092200, 132, 112
202201092215, 128, 120
202201092230, 133, 115
202201092245, 125, 124
202201092300, 107, 97
202201092315, 116, 111
202201092330, 131, 98
202201092345, 124, 106
202201100000, 112, 97
202201100015, 123, 104
202201100030, 128, 106
202201100045, 122, 102
202201100100, 107, 123
202201100115, 123, 121
202201100130, 129, 107
202201100145, 131, 95
202201100200, 127, 119
202201100215, 124, 104
202201100230, 114, 95
202201100245, 116, 117
202201100300, 115, 114
202201100315, 130, 122
202201100330, 134, 115
202201100345, 109, 110
202201100400, 105, 116
202201100415, 134, 113
202201100430, 126, 123
202201100445, 128, 107
202201100500, 108, 110
202201100515, 119, 114
202201100530, 134, 98
202201100545, 113, 116
202201100600, 114, 104
202201100615, 130, 123
202201100630, 130, 124
202201100645, 105, 116
202201100700, 115, 116
202201100715, 124, 119
202201100730, 106, 113
202201100745, 118, 121
202201100800, 112, 114
202201100815, 107, 121
202201100830, 114, 102
202201100845, 128, 115
202201100900, 132, 111
202201100915, 108, 118
202201100930, 113, 109
202201100945, 128, 101
202201101000, 109, 107
202201101015, 108, 104
202201101030, 115, 113
202201101045, 112, 122
202201101100, 111, 103
202201101115, 111, 106
202201101130, 121, 108
202201101145, 111, 120
202201101200, 110, 102
202201101215, 127, 115
202201101230, 113, 123
202201101245, 133, 99
202201101300, 109, 108
202201101315, 124, 99
202201101330, 107, 117
202201101345, 129, 112
202201101400, 119, 113
202201101415, 111, 116
202201101430, 127, 99
202201101445, 113, 106
202201101500, 134, 98
202201101515, 132, 100
202201101530, 126, 103
202201101545, 107, 96
202201101600, 124, 106
202201101615, 113, 96
202201101630, 111, 109
202201101645, 126, 99
202201101700, 122, 105
202201101715, 128, 97
202201101730, 117, 107
202201101745, 120, 110
202201101800, 126, 99
202201101815, 128, 120
202201101830, 129, 97
202201101845, 118, 95
202201101900, 130, 99
202201101915, 130, 107
202201101930, 119, 119
202201101945, 122, 122
202201102000, 113, 102
202201102015, 114, 108
202201102030, 108, 109
202201102045, 116, 120
202201102100, 131, 121
202201102115, 110, 114
202201102130, 109, 110
202201102145, 116, 124
202201102200, 118, 99
202201102215, 127, 118
202201102230, 118, 101
202201102245, 128, 100
202201102300, 108, 122
202201102315, 118, 96
202201102330, 122, 124
202201102345, 130, 110
202201110000, 126, 115
202201110015, 113, 102
202201110030, 117, 102
202201110045, 109, 119
202201110100, 120, 97
202201110115, 131, 117
202201110130, 132, 100
202201110145, 123, 119
202201110200, 128, 120
202201110215, 123, 102
202201110230, 120, 112
202201110245, 120, 123
202201110300, 128, 116
202201110315, 113, 120
202201110330, 127, 109
202201110345, 134, 111
202201110400, 134, 114
202201110415, 130, 114
202201110430, 126, 105
202201110445, 114, 103
202201110500, 119, 110
202201110515, 133, 113
202201110530, 129, 95
202201110545, 127, 101
202201110600, 110, 99
202201110615, 133, 97
202201110630, 112, 105
202201110645, 105, 95
202201110700, 123, 104
202201110715, 132, 116
202201110730, 120, 124
202201110745, 128, 113
202201110800, 132, 121
202201110815, 134, 99
202201110830, 114, 108
202201110845, 117, 117
202201110900, 110, 101
202201110915, 107, 108
202201110930, 116, 123
202201110945, 133, 124
202201111000, 122, 108
202201111015, 122, 121
202201111030, 110, 121
202201111045, 107, 101
202201111100, 118, 116
202201111115, 119, 109
202201111130, 116, 118
202201111145, 131, 122
202201111200, 111, 119
202201111215, 125, 98
202201111230, 111, 105
202201111245, 131, 124
202201111300, 124, 111
202201111315, 111, 103
202201111330, 120, 122
202201111345, 108, 110
202201111400, 130, 111
202201111415, 130, 95
202201111430, 130, 112
202201111445, 105, 112
202201111500, 127, 108
202201111515, 113, 105
202201111530, 122, 106
202201111545, 122, 100
202201111600, 132, 104
202201111615, 116, 108
202201111630, 106, 106
202201111645, 119, 123
202201111700, 122, 112
202201111715, 128, 99
202201111730, 130, 113
202201111745, 128, 104
202201111800, 130, 107
202201111815, 122, 115
202201111830, 129, 112
202201111845, 130, 96
202201111900, 120, 98
202201111915, 107, 99
202201111930, 130, 113
202201111945, 110, 106
202201112000, 107, 104
202201112015, 124, 101
202201112030, 131, 101
202201112045, 111, 111
202201112100, 111, 106
202201112115, 110, 99
202201112130, 108, 121
202201112145, 126, 103
202201112200, 120, 95
202201112215, 123, 100
202201112230, 109, 120
202201112245, 118, 122
202201112300, 131, 97
202201112315, 126, 122
202201112330, 113, 117
202201112345, 114, 101
202201120000, 115, 112
202201120015, 123, 116
202201120030, 125, 101
202201120045, 110, 99
202201120100, 106, 99
202201120115, 118, 121
202201120130, 111, 117
202201120145, 110, 97
202201120200, 112, 100
202201120215, 117, 106
202201120230, 114, 112
202201120245, 112, 110
202201120300, 111, 123
202201120315, 112, 117
202201120330, 126, 100
202201120345, 117, 112
202201120400, 109, 98
202201120415, 121, 97
202201120430, 113, 116
202201120445, 132, 101
202201120500, 112, 101
202201120515, 130, 114
202201120530, 122, 108
202201120545, 109, 96
202201120600, 111, 123
202201120615, 130, 107
202201120630, 118, 98
202201120645, 133, 117
202201120700, 110, 108
202201120715, 122, 113
202201120730, 105, 104
202201120745, 109, 115
202201120800, 106, 97
202201120815, 106, 116
202201120830, 108, 103
202201120845, 117, 112
202201120900, 107, 102
202201120915, 123, 108
202201120930, 125, 95
202201120945, 116, 112
202201121000, 126, 111
202201121015, 125, 115
202201121030, 119, 118
202201121045, 119, 117
202201121100, 133, 109
202201121115, 115, 106
202201121130, 107, 124
202201121145, 116, 107
202201121200, 121, 98
202201121215, 131, 97
202201121230, 117, 121
202201121245, 132, 121
202201121300, 133, 123
202201121315, 125, 111
202201121330, 122, 106
202201121345, 125, 123
202201121400, 119, 105
202201121415, 114, 116
202201121430, 117, 101
202201121445, 107, 120
202201121500, 119, 104
202201121515, 114, 109
202201121530, 122, 95
202201121545, 132, 115
202201121600, 117, 98
202201121615, 122, 100
202201121630, 127, 109
202201121645, 132, 99
202201121700, 131, 95
202201121715, 128, 106
202201121730, 130, 117
202201121745, 114, 108
202201121800, 121, 121
202201121815, 105, 124
202201121830, 134, 113
202201121845, 111, 105
202201121900, 116, 123
202201121915, 117, 98
202201121930, 123, 105
202201121945, 108, 107
202201122000, 115, 111
202201122015, 127, 99
202201122030, 119, 97
202201122045, 115, 121
202201122100, 131, 119
202201122115, 110, 108
202201122130, 134, 113
202201122145, 133, 120
202201122200, 107, 121
202201122215, 115, 96
202201122230, 121, 116
202201122245, 118, 119
202201122300, 122, 103
202201122315, 126, 121
202201122330, 124, 120
202201122345, 108, 100
202201130000, 133, 109
202201130015, 129, 105
202201130030, 107, 101
202201130045, 118, 123
202201130100, 112, 117
202201130115, 110, 112
202201130130, 116, 95
202201130145, 119, 105
202201130200, 123, 97
202201130215, 110, 123
202201130230, 110, 121
202201130245, 110, 108
202201130300, 111, 111
202201130315, 128, 110
202201130330, 116, 124
202201130345, 116, 113
202201130400, 121, 110
202201130415, 124, 114
202201130430, 131, 95
202201130445, 122, 111
202201130500, 126, 117
202201130515, 127, 117
202201130530, 109, 123
202201130545, 107, 107
202201130600, 121, 104
202201130615, 115, 95
202201130630, 123, 110
202201130645, 115, 108
202201130700, 133, 101
202201130715, 118, 99
202201130730, 120, 120
202201130745, 111, 103
202201130800, 133, 109
202201130815, 129, 101
202201130830, 109, 105
202201130845, 121, 117
202201130900, 120, 122
202201130915, 105, 114
202201130930, 130, 113
202201130945, 121, 119
202201131000, 126, 118
202201131015, 125, 102
202201131030, 106, 102
202201131045, 106, 105
202201131100, 116, 123
202201131115, 121, 95
202201131130, 122, 101
202201131145, 106, 104
202201131200, 124, 112
202201131215, 117, 107
202201131230, 122, 103
202201131245, 127, 124
202201131300, 116, 123
202201131315, 130, 96
202201131330, 130, 101
202201131345, 123, 103
202201131400, 106, 95
202201131415, 113, 96
202201131430, 117, 105
202201131445, 131, 97
202201131500, 111, 96
202201131515, 111, 103
202201131530, 121, 108
202201131545, 128, 103
202201131600, 128, 117
202201131615, 112, 107
202201131630, 128, 100
202201131645, 131, 119
202201131700, 115, 118
202201131715, 108, 107
202201131730, 124, 106
202201131745, 126, 95
202201131800, 130, 106
202201131815, 130, 101
202201131830, 132, 104
202201131845, 112, 123
202201131900, 131, 108
202201131915, 113, 121
202201131930, 116, 115
202201131945, 115, 124
202201132000, 105, 104
202201132015, 130, 101
202201132030, 134, 97
202201132045, 134, 95
202201132100, 124, 118
202201132115, 130, 111
202201132130, 117, 99
202201132145, 119, 118
202201132200, 114, 121
202201132215, 107, 110
202201132230, 119, 119
202201132245, 120, 120
202201132300, 117, 116
202201132315, 111, 95
202201132330, 130, 115
202201132345, 129, 123
202201140000, 106, 122
202201140015, 124, 106
202201140030, 114, 100
202201140045, 108, 107
202201140100, 117, 103
202201140115, 124, 104
202201140130, 120, 113
202201140145, 129, 101
202201140200, 106, 108
202201140215, 109, 108
202201140230, 112, 101
202201140245, 114, 112
202201140300, 128, 110
202201140315, 129, 104
