Organization : org3
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy declaration in MWh <energy production in MWh>
202201020600, 190, 154
202201020615, 176, 138
202201020630, 182, 138
202201020645, 192, 140
202201020700, 171, 129
202201020715, 191, 137
202201020730, 183, 153
202201020745, 168, 131
202201020800, 183, 143
202201020815, 180, 130
202201020830, 189, 150
202201020845, 185, 152
202201020900, 194, 137
202201020915, 177, 138
202201020930, 181, 138
202201020945, 176, 136
202201021000, 191, 143
202201021015, 170, 128
202201021030, 189, 139
202201021045, 166, 127
202201021100, 174, 130
202201021115, 172, 132
202201021130, 189, 141
202201021145, 173, 145
202201021200, 177, 143
202201021215, 171, 147
202201021230, 180, 144
202201021245, 194, 133
202201021300, 192, 135
202201021315, 172, 136
202201021330, 167, 130
202201021345, 169, 150
202201021400, 191, 147
202201021415, 182, 139
202201021430, 184, 143
202201021445, 165, 137
202201021500, 169, 150
202201021515, 190, 152
202201021530, 181, 140
202201021545, 183, 134
202201021600, 175, 144
202201021615, 185, 137
202201021630, 179, 141
202201021645, 193, 153
202201021700, 189, 129
202201021715, 193, 147
202201021730, 168, 141
202201021745, 175, 136
202201021800, 179, 133
202201021815, 193, 126
202201021830, 188, 139
202201021845, 184, 138
202201021900, 165, 146
202201021915, 169, 129
202201021930, 170, 129
202201021945, 192, 143
202201022000, 181, 147
202201022015, 185, 153
202201022030, 175, 134
202201022045, 194, 150
202201022100, 186, 148
202201022115, 193, 152
202201022130, 183, 126
202201022145, 179, 137
202201022200, 171, 151
202201022215, 185, 128
202201022230, 169, 140
202201022245, 189, 131
202201022300, 169, 132
202201022315, 170, 134
202201022330, 185, 135
202201022345, 194, 132
202201030000, 186, 147
202201030015, 177, 141
202201030030, 183, 128
202201030045, 186, 141
202201030100, 173, 135
202201030115, 188, 125
202201030130, 189, 126
202201030145, 185, 135
202201030200, 185, 140
202201030215, 171, 142
202201030230, 187, 127
202201030245, 172, 139
202201030300, 185, 129
202201030315, 165, 145
202201030330, 192, 143
202201030345, 182, 139
202201030400, 175, 142
202201030415, 180, 129
202201030430, 176, 133
202201030445, 180, 126
202201030500, 183, 126
202201030515, 186, 152
202201030530, 187, 134
202201030545, 182, 132
202201030600, 181, 131
202201030615, 171, 144
202201030630, 166, 148
202201030645, 177, 128
202201030700, 180, 143
202201030715, 178, 143
202201030730, 173, 151
202201030745, 177, 132
202201030800, 182, 142
202201030815, 175, 126
202201030830, 172, 143
202201030845, 173, 142
202201030900, 167, 139
202201030915, 169, 151
202201030930, 177, 131
202201030945, 191, 133
202201031000, 191, 141
202201031015, 168, 132
202201031030, 182, 142
202201031045, 194, 147
202201031100, 175, 150
202201031115, 180, 140
202201031130, 189, 147
202201031145, 172, 138
202201031200, 194, 133
202201031215, 193, 134
202201031230, 177, 129
202201031245, 174, 141
202201031300, 192, 139
202201031315, 165, 148
202201031330, 192, 127
202201031345, 175, 149
202201031400, 190, 144
202201031415, 178, 134
202201031430, 186, 152
202201031445, 179, 150
202201031500, 192, 144
202201031515, 176, 149
202201031530, 173, 134
202201031545, 177, 148
202201031600, 185, 138
202201031615, 179, 134
202201031630, 194, 141
202201031645, 190, 143
202201031700, 169, 151
202201031715, 175, 147
202201031730, 171, 126
202201031745, 185, 127
202201031800, 184, 128
202201031815, 181, 132
202201031830, 170, 135
202201031845, 194, 150
202201031900, 168, 144
202201031915, 169, 139
202201031930, 170, 141
202201031945, 188, 141
202201032000, 188, 126
202201032015, 173, 136
202201032030, 180, 138
202201032045, 182, 138
202201032100, 188, 142
202201032115, 186, 131
202201032130, 179, 131
202201032145, 182, 147
202201032200, 177, 145
202201032215, 167, 139
202201032230, 189, 149
202201032245, 181, 150
202201032300, 172, 125
202201032315, 177, 150
202201032330, 186, 144
202201032345, 177, 142
202201040000, 179, 139
202201040015, 173, 142
202201040030, 193, 148
202201040045, 175, 127
202201040100, 194, 137
202201040115, 176, 130
202201040130, 181, 153
202201040145, 170, 139
202201040200, 178, 152
202201040215, 168, 134
202201040230, 192, 130
202201040245, 184, 144
202201040300, 174, 147
202201040315, 168, 154
202201040330, 185, 146
202201040345, 171, 141
202201040400, 189, 148
202201040415, 174, 140
202201040430, 179, 147
202201040445, 192, 135
202201040500, 188, 147
202201040515, 165, 145
202201040530, 165, 134
202201040545, 183, 142
202201040600, 194, 148
202201040615, 167, 131
202201040630, 165, 147
202201040645, 179, 144
202201040700, 192, 128
202201040715, 179, 154
202201040730, 165, 152
202201040745, 173, 139
202201040800, 178, 130
202201040815, 178, 128
202201040830, 180, 138
202201040845, 169, 129
202201040900, 179, 128
202201040915, 167, 138
202201040930, 166, 136
202201040945, 191, 147
202201041000, 191, 135
202201041015, 165, 154
202201041030, 183, 136
202201041045, 194, 142
202201041100, 165, 146
202201041115, 178, 153
202201041130, 169, 132
202201041145, 190, 149
202201041200, 165, 132
202201041215, 175, 137
202201041230, 173, 142
202201041245, 166, 132
202201041300, 166, 131
202201041315, 186, 145
202201041330, 165, 133
202201041345, 168, 131
202201041400, 172, 152
202201041415, 194, 145
202201041430, 178, 140
202201041445, 193, 140
202201041500, 174, 146
202201041515, 174, 135
202201041530, 167, 141
202201041545, 180, 136
202201041600, 184, 145
202201041615, 173, 141
202201041630, 176, 144
202201041645, 194, 134
202201041700, 173, 140
202201041715, 175, 154
202201041730, 193, 140
202201041745, 190, 135
202201041800, 171, 151
202201041815, 193, 134
202201041830, 168, 132
202201041845, 166, 143
202201041900, 181, 144
202201041915, 192, 144
202201041930, 189, 126
202201041945, 169, 144
202201042000, 181, 128
202201042015, 172, 138
202201042030, 169, 144
202201042045, 194, 129
202201042100, 192, 138
202201042115, 177, 132
202201042130, 192, 137
202201042145, 191, 148
202201042200, 190, 144
202201042215, 192, 146
202201042230, 171, 135
202201042245, 183, 127
202201042300, 180, 141
202201042315, 179, 143
202201042330, 178, 148
202201042345, 168, 154
202201050000, 193, 128
202201050015, 185, 153
202201050030, 173, 126
202201050045, 172, 146
202201050100, 177, 133
202201050115, 180, 144
202201050130, 193, 125
202201050145, 178, 139
202201050200, 176, 126
202201050215, 187, 149
202201050230, 188, 125
202201050245, 178, 148
202201050300, 176, 132
202201050315, 190, 131
202201050330, 187, 153
202201050345, 167, 140
202201050400, 193, 130
202201050415, 192, 137
202201050430, 188, 147
202201050445, 179, 141
202201050500, 180, 138
202201050515, 167, 150
202201050530, 170, 136
202201050545, 168, 127
202201050600, 175, 139
202201050615, 179, 136
202201050630, 178, 147
202201050645, 173, 137
202201050700, 177, 139
202201050715, 166, 125
202201050730, 194, 152
202201050745, 182, 129
202201050800, 165, 130
202201050815, 187, 128
202201050830, 167, 139
202201050845, 182, 127
202201050900, 184, 144
202201050915, 176, 128
202201050930, 192, 137
202201050945, 173, 140
202201051000, 177, 143
202201051015, 168, 129
202201051030, 191, 151
202201051045, 173, 142
202201051100, 166, 131
202201051115, 192, 126
202201051130, 190, 131
202201051145, 185, 134
202201051200, 171, 144
202201051215, 175, 128
202201051230, 174, 141
202201051245, 183, 138
202201051300, 173, 146
202201051315, 178, 142
202201051330, 176, 145
202201051345, 190, 149
202201051400, 175, 153
202201051415, 169, 135
202201051430, 189, 151
202201051445, 186, 128
202201051500, 165, 132
202201051515, 178, 131
202201051530, 170, 129
202201051545, 173, 144
202201051600, 185, 146
202201051615, 188, 151
202201051630, 170, 135
202201051645, 192, 150
202201051700, 171, 128
202201051715, 186, 138
202201051730, 166, 130
202201051745, 182, 147
202201051800, 177, 140
202201051815, 167, 153
202201051830, 173, 141
202201051845, 179, 141
202201051900, 183, 133
202201051915, 170, 141
202201051930, 185, 149
202201051945, 175, 131
202201052000, 192, 148
202201052015, 173, 153
202201052030, 185, 135
202201052045, 175, 151
202201052100, 172, 128
202201052115, 187, 126
202201052130, 170, 151
202201052145, 186, 138
202201052200, 169, 129
202201052215, 194, 135
202201052230, 173, 132
202201052245, 181, 132
202201052300, 181, 131
202201052315, 187, 146
202201052330, 179, 150
202201052345, 190, 142
202201060000, 188, 152
202201060015, 183, 141
202201060030, 172, 153
202201060045, 169, 152
202201060100, 177, 147
202201060115, 180, 147
202201060130, 178, 142
202201060145, 186, 152
202201060200, 177, 135
202201060215, 167, 129
202201060230, 172, 150
202201060245, 190, 126
202201060300, 173, 129
202201060315, 165, 131
202201060330, 178, 133
202201060345, 173, 139
202201060400, 185, 152
202201060415, 181, 146
202201060430, 182, 144
202201060445, 184, 128
202201060500, 172, 141
202201060515, 185, 131
202201060530, 172, 147
202201060545, 192, 136
202201060600, 174, 128
202201060615, 184, 153
202201060630, 170, 142
202201060645, 181, 146
202201060700, 184, 134
202201060715, 175, 133
202201060730, 188, 140
202201060745, 189, 144
202201060800, 180, 143
202201060815, 173, 150
202201060830, 172, 127
202201060845, 169, 141
202201060900, 166, 132
202201060915, 194, 147
202201060930, 190, 150
202201060945, 178, 153
202201061000, 187, 150
202201061015, 175, 129
202201061030, 166, 145
202201061045, 174, 152
202201061100, 171, 148
202201061115, 172, 150
202201061130, 187, 137
202201061145, 186, 151
202201061200, 179, 131
202201061215, 179, 135
202201061230, 190, 138
202201061245, 186, 131
202201061300, 187, 126
202201061315, 194, 129
202201061330, 179, 135
202201061345, 174, 134
202201061400, 169, 146
202201061415, 175, 126
202201061430, 189, 131
202201061445, 192, 151
202201061500, 186, 153
202201061515, 178, 146
202201061530, 188, 131
202201061545, 180, 151
202201061600, 180, 154
202201061615, 193, 133
202201061630, 186, 125
202201061645, 189, 148
202201061700, 175, 138
202201061715, 167, 149
202201061730, 184, 147
202201061745, 194, 131
202201061800, 165, 148
202201061815, 192, 135
202201061830, 193, 131
202201061845, 189, 137
202201061900, 167, 154
202201061915, 192, 128
202201061930, 168, 142
202201061945, 182, 154
202201062000, 174, 150
202201062015, 174, 152
202201062030, 187, 145
202201062045, 186, 151
202201062100, 192, 125
202201062115, 165, 137
202201062130, 174, 126
202201062145, 182, 154
202201062200, 184, 128
202201062215, 185, 152
202201062230, 179, 126
202201062245, 192, 137
202201062300, 183, 142
202201062315, 186, 140
202201062330, 185, 153
202201062345, 169, 141
202201070000, 173, 128
202201070015, 194, 145
202201070030, 165, 150
202201070045, 186, 132
202201070100, 165, 126
202201070115, 187, 125
202201070130, 183, 149
202201070145, 178, 146
202201070200, 184, 137
202201070215, 188, 152
202201070230, 179, 128
202201070245, 192, 152
202201070300, 187, 144
202201070315, 170, 134
202201070330, 174, 141
202201070345, 177, 147
202201070400, 194, 153
202201070415, 168, 131
202201070430, 190, 128
202201070445, 192, 136
202201070500, 167, 125
202201070515, 189, 129
202201070530, 184, 151
202201070545, 183, 145
202201070600, 189, 139
202201070615, 184, 146
202201070630, 185, 127
202201070645, 189, 150
202201070700, 181, 138
202201070715, 187, 133
202201070730, 188, 144
202201070745, 165, 126
202201070800, 173, 144
202201070815, 186, 135
202201070830, 176, 135
202201070845, 192, 152
202201070900, 185, 154
202201070915, 168, 131
202201070930, 180, 134
202201070945, 190, 151
202201071000, 180, 141
202201071015, 168, 150
202201071030, 168, 137
202201071045, 168, 145
202201071100, 181, 154
202201071115, 168, 138
202201071130, 180, 152
202201071145, 169, 148
202201071200, 191, 143
202201071215, 166, 133
202201071230, 177, 137
202201071245, 182, 131
202201071300, 188, 147
202201071315, 189, 147
202201071330, 190, 134
202201071345, 170, 148
202201071400, 176, 154
202201071415, 180, 145
202201071430, 183, 140
202201071445, 169, 128
202201071500, 173, 144
202201071515, 183, 137
202201071530, 165, 133
202201071545, 193, 137
202201071600, 182, 134
202201071615, 186, 147
202201071630, 171, 151
202201071645, 185, 147
202201071700, 184, 140
202201071715, 179, 152
202201071730, 189, 144
202201071745, 191, 149
202201071800, 177, 131
202201071815, 190, 150
202201071830, 194, 138
202201071845, 172, 136
202201071900, 188, 150
202201071915, 168, 150
202201071930, 177, 138
202201071945, 166, 127
202201072000, 182, 140
202201072015, 172, 153
202201072030, 182, 147
202201072045, 177, 139
202201072100, 182, 153
202201072115, 191, 131
202201072130, 190, 128
202201072145, 165, 140
202201072200, 178, 144
202201072215, 182, 126
202201072230, 177, 135
202201072245, 192, 153
202201072300, 178, 154
202201072315, 186, 132
202201072330, 173, 142
202201072345, 173, 140
202201080000, 179, 142
202201080015, 187, 147
202201080030, 178, 141
202201080045, 167, 130
202201080100, 177, 152
202201080115, 172, 154
202201080130, 188, 145
202201080145, 191, 149
202201080200, 189, 147
202201080215, 171, 154
202201080230, 181, 153
202201080245, 170, 137
202201080300, 167, 154
202201080315, 175, 143
202201080330, 176, 149
202201080345, 187, 142
202201080400, 183, 153
202201080415, 191, 139
202201080430, 175, 129
202201080445, 191, 141
202201080500, 177, 136
202201080515, 165, 125
202201080530, 183, 131
202201080545, 193, 139
202201080600, 193, 150
202201080615, 173, 131
202201080630, 169, 136
202201080645, 169, 131
202201080700, 168, 146
202201080715, 189, 142
202201080730, 188, 131
202201080745, 194, 133
202201080800, 169, 150
202201080815, 180, 140
202201080830, 167, 142
202201080845, 192, 134
202201080900, 193, 134
202201080915, 170, 146
202201080930, 174, 154
202201080945, 191, 148
202201081000, 186, 129
202201081015, 193, 136
202201081030, 182, 128
202201081045, 182, 149
202201081100, 167, 128
202201081115, 172, 135
202201081130, 166, 127
202201081145, 180, 135
202201081200, 181, 135
202201081215, 174, 151
202201081230, 189, 148
202201081245, 182, 126
202201081300, 174, 141
202201081315, 188, 154
202201081330, 174, 144
202201081345, 180, 140
202201081400, 179, 149
202201081415, 174, 135
202201081430, 177, 137
202201081445, 175, 140
202201081500, 172, 132
202201081515, 168, 152
202201081530, 176, 147
202201081545, 166, 136
202201081600, 166, 135
202201081615, 168, 127
202201081630, 167, 150
202201081645, 194, 148
202201081700, 191, 148
202201081715, 175, 141
202201081730, 175, 144
202201081745, 190, 134
202201081800, 167, 147
202201081815, 187, 146
202201081830, 177, 135
202201081845, 170, 126
202201081900, 167, 130
202201081915, 189, 149
202201081930, 190, 148
202201081945, 165, 133
202201082000, 186, 150
202201082015, 182, 151
202201082030, 178, 125
202201082045, 185, 141
202201082100, 193, 150
202201082115, 174, 129
202201082130, 184, 153
202201082145, 176, 141
202201082200, 166, 125
202201082215, 175, 143
202201082230, 169, 149
202201082245, 185, 132
202201082300, 178, 129
202201082315, 184, 149
202201082330, 168, 151
202201082345, 177, 126
202201090000, 167, 141
202201090015, 166, 131
202201090030, 179, 154
202201090045, 194, 148
202201090100, 190, 133
202201090115, 173, 146
202201090130, 182, 152
202201090145, 189, 128
202201090200, 165, 152
202201090215, 181, 151
202201090230, 185, 130
202201090245, 191, 153
202201090300, 192, 131
202201090315, 171, 141
202201090330, 185, 128
202201090345, 174, 131
202201090400, 187, 154
202201090415, 173, 128
202201090430, 178, 145
202201090445, 191, 136
202201090500, 166, 135
202201090515, 192, 128
202201090530, 192, 135
202201090545, 187, 143
202201090600, 165, 151
202201090615, 177, 126
202201090630, 183, 142
202201090645, 169, 152
202201090700, 190, 127
202201090715, 183, 148
202201090730, 167, 130
202201090745, 169, 141
202201090800, 190, 153
202201090815, 181, 127
202201090830, 173, 143
202201090845, 188, 142
202201090900, 166, 143
202201090915, 175, 144
202201090930, 182, 149
202201090945, 168, 146
202201091000, 188, 140
202201091015, 167, 144
202201091030, 167, 141
202201091045, 168, 125
202201091100, 187, 140
202201091115, 180, 152
202201091130, 183, 140
202201091145, 189, 151
202201091200, 174, 134
202201091215, 179, 145
202201091230, 182, 143
202201091245, 173, 133
202201091300, 183, 132
202201091315, 165, 126
202201091330, 193, 152
202201091345, 186, 150
202201091400, 180, 144
202201091415, 181, 135
202201091430, 193, 132
202201091445, 187, 149
202201091500, 177, 152
202201091515, 182, 134
202201091530, 165, 141
202201091545, 165, 125
202201091600, 170, 131
202201091615, 190, 154
202201091630, 182, 153
202201091645, 184, 141
202201091700, 185, 142
202201091715, 188, 150
202201091730, 180, 147
202201091745, 183, 150
202201091800, 187, 154
202201091815, 190, 154
202201091830, 169, 154
202201091845, 185, 127
202201091900, 183, 129
202201091915, 170, 154
202201091930, 173, 137
202201091945, 177, 149
202201092000, 187, 149
202201092015, 171, 148
202201092030, 178, 146
202201092045, 187, 128
202201092100, 194, 130
202201092115, 176, 153
202201092130, 187, 125
202201092145, 180, 145
202201092200, 167, 142
202201092215, 192, 129
202201092230, 190, 147
202201092245, 179, 141
202201092300, 169, 140
202201092315, 176, 135
202201092330, 173, 134
202201092345, 166, 135
202201100000, 193, 128
202201100015, 181, 149
202201100030, 183, 130
202201100045, 174, 142
202201100100, 172, 132
202201100115, 166, 149
202201100130, 177, 126
202201100145, 184, 125
202201100200, 180, 148
202201100215, 182, 137
202201100230, 194, 140
202201100245, 168, 152
202201100300, 179, 148
202201100315, 168, 127
202201100330, 193, 133
202201100345, 188, 141
202201100400, 175, 135
202201100415, 185, 132
202201100430, 185, 135
202201100445, 183, 149
202201100500, 174, 148
202201100515, 187, 153
202201100530, 174, 143
202201100545, 189, 151
202201100600, 189, 147
202201100615, 170, 129
202201100630, 176, 130
202201100645, 175, 145
202201100700, 187, 147
202201100715, 178, 136
202201100730, 178, 150
202201100745, 177, 129
202201100800, 166, 132
202201100815, 165, 149
202201100830, 182, 145
202201100845, 169, 135
202201100900, 180, 144
202201100915, 193, 149
202201100930, 191, 132
202201100945, 183, 145
202201101000, 169, 135
202201101015, 178, 130
202201101030, 182, 154
202201101045, 174, 141
202201101100, 184, 149
202201101115, 182, 127
202201101130, 175, 140
202201101145, 169, 140
202201101200, 173, 147
202201101215, 182, 131
202201101230, 169, 148
202201101245, 165, 148
202201101300, 191, 143
202201101315, 191, 152
202201101330, 178, 143
202201101345, 175, 150
202201101400, 182, 153
202201101415, 189, 149
202201101430, 178, 140
202201101445, 190, 153
202201101500, 166, 146
202201101515, 175, 140
202201101530, 167, 149
202201101545, 170, 133
202201101600, 171, 132
202201101615, 194, 125
202201101630, 185, 150
202201101645, 174, 129
202201101700, 175, 136
202201101715, 187, 128
202201101730, 185, 138
202201101745, 165, 140
202201101800, 176, 144
202201101815, 191, 127
202201101830, 185, 125
202201101845, 169, 144
202201101900, 177, 137
202201101915, 184, 133
202201101930, 192, 148
202201101945, 173, 131
202201102000, 169, 133
202201102015, 174, 135
202201102030, 174, 136
202201102045, 168, 144
202201102100, 172, 151
202201102115, 177, 126
202201102130, 184, 138
202201102145, 186, 145
202201102200, 168, 137
202201102215, 179, 132
202201102230, 183, 153
202201102245, 175, 132
202201102300, 186, 125
202201102315, 182, 154
202201102330, 176, 140
202201102345, 168, 130
202201110000, 174, 139
202201110015, 172, 130
202201110030, 189, 125
202201110045, 181, 147
202201110100, 189, 143
202201110115, 166, 128
202201110130, 169, 132
202201110145, 188, 133
202201110200, 185, 131
202201110215, 170, 146
202201110230, 165, 136
202201110245, 167, 139
202201110300, 177, 145
202201110315, 185, 152
202201110330, 179, 146
202201110345, 186, 136
202201110400, 168, 126
202201110415, 186, 145
202201110430, 184, 138
202201110445, 189, 127
202201110500, 167, 151
202201110515, 187, 140
202201110530, 192, 131
202201110545, 181, 141
202201110600, 165, 145
202201110615, 169, 150
202201110630, 185, 149
202201110645, 168, 139
202201110700, 192, 130
202201110715, 181, 144
202201110730, 177, 145
202201110745, 167, 128
202201110800, 175, 128
202201110815, 169, 130
202201110830, 190, 133
202201110845, 166, 137
202201110900, 186, 139
202201110915, 183, 127
202201110930, 193, 125
202201110945, 189, 130
202201111000, 174, 133
202201111015, 169, 154
202201111030, 173, 140
202201111045, 167, 145
202201111100, 178, 153
202201111115, 187, 146
202201111130, 193, 149
202201111145, 191, 146
202201111200, 184, 138
202201111215, 177, 131
202201111230, 181, 129
202201111245, 176, 149
202201111300, 168, 144
202201111315, 194, 149
202201111330, 169, 140
202201111345, 189, 129
202201111400, 174, 143
202201111415, 180, 144
202201111430, 182, 125
202201111445, 173, 139
202201111500, 175, 134
202201111515, 194, 142
202201111530, 188, 149
202201111545, 184, 145
202201111600, 186, 135
202201111615, 194, 147
202201111630, 165, 130
202201111645, 169, 149
202201111700, 190, 127
202201111715, 188, 150
202201111730, 173, 149
202201111745, 173, 125
202201111800, 185, 143
202201111815, 172, 129
202201111830, 172, 133
202201111845, 186, 150
202201111900, 180, 143
202201111915, 194, 154
202201111930, 179, 132
202201111945, 184, 152
202201112000, 178, 129
202201112015, 192, 153
202201112030, 178, 137
202201112045, 166, 149
202201112100, 179, 131
202201112115, 182, 133
202201112130, 178, 148
202201112145, 193, 126
202201112200, 191, 125
202201112215, 179, 153
202201112230, 183, 125
202201112245, 192, 145
202201112300, 174, 145
202201112315, 171, 126
202201112330, 175, 141
202201112345, 173, 154
202201120000, 181, 153
202201120015, 167, 132
202201120030, 165, 146
202201120045, 180, 141
202201120100, 176, 140
202201120115, 192, 138
202201120130, 167, 139
202201120145, 175, 125
202201120200, 171, 136
202201120215, 174, 130
202201120230, 178, 131
202201120245, 184, 129
202201120300, 184, 125
202201120315, 190, 141
202201120330, 193, 151
202201120345, 172, 145
202201120400, 186, 154
202201120415, 181, 129
202201120430, 180, 153
202201120445, 191, 148
202201120500, 190, 144
202201120515, 192, 132
202201120530, 176, 127
202201120545, 175, 140
202201120600, 191, 136
202201120615, 183, 130
202201120630, 165, 135
202201120645, 180, 154
202201120700, 193, 154
202201120715, 180, 133
202201120730, 192, 125
202201120745, 185, 142
202201120800, 173, 140
202201120815, 184, 131
202201120830, 180, 125
202201120845, 194, 137
202201120900, 182, 138
202201120915, 188, 152
202201120930, 186, 141
202201120945, 192, 132
202201121000, 167, 138
202201121015, 186, 154
202201121030, 186, 153
202201121045, 169, 135
202201121100, 187, 125
202201121115, 179, 145
202201121130, 184, 128
202201121145, 182, 131
202201121200, 187, 133
202201121215, 191, 141
202201121230, 180, 134
202201121245, 166, 151
202201121300, 193, 138
202201121315, 177, 137
202201121330, 193, 137
202201121345, 169, 149
202201121400, 182, 125
202201121415, 167, 131
202201121430, 192, 148
202201121445, 185, 125
202201121500, 186, 145
202201121515, 176, 126
202201121530, 186, 151
202201121545, 192, 146
202201121600, 180, 140
202201121615, 179, 143
202201121630, 183, 148
202201121645, 190, 132
202201121700, 165, 154
202201121715, 178, 150
202201121730, 184, 154
202201121745, 173, 146
202201121800, 179, 146
202201121815, 179, 154
202201121830, 165, 130
202201121845, 178, 130
202201121900, 180, 133
202201121915, 188, 132
202201121930, 194, 152
202201121945, 181, 136
202201122000, 189, 139
202201122015, 167, 142
202201122030, 168, 151
202201122045, 175, 132
202201122100, 194, 150
202201122115, 179, 150
202201122130, 180, 131
202201122145, 171, 149
202201122200, 187, 144
202201122215, 192, 132
202201122230, 176, 136
202201122245, 191, 143
202201122300, 184, 149
202201122315, 186, 150
202201122330, 188, 133
202201122345, 191, 141
202201130000, 169, 127
202201130015, 173, 152
202201130030, 167, 147
202201130045, 190, 151
202201130100, 172, 135
202201130115, 175, 149
202201130130, 169, 132
202201130145, 176, 139
202201130200, 185, 132
202201130215, 171, 140
202201130230, 191, 139
202201130245, 182, 135
202201130300, 167, 154
202201130315, 169, 149
202201130330, 190, 129
202201130345, 182, 126
202201130400, 191, 138
202201130415, 189, 149
202201130430, 165, 130
202201130445, 167, 128
202201130500, 169, 144
202201130515, 182, 154
202201130530, 170, 151
202201130545, 171, 129
202201130600, 184, 132
202201130615, 176, 139
202201130630, 185, 147
202201130645, 175, 125
202201130700, 191, 150
202201130715, 190, 127
202201130730, 171, 145
202201130745, 190, 149
202201130800, 187, 136
202201130815, 189, 152
202201130830, 185, 133
202201130845, 180, 131
202201130900, 184, 130
202201130915, 167, 132
202201130930, 175, 125
202201130945, 186, 144
202201131000, 191, 132
202201131015, 174, 132
202201131030, 185, 135
202201131045, 176, 131
202201131100, 192, 146
202201131115, 185, 147
202201131130, 172, 145
202201131145, 193, 135
202201131200, 168, 126
202201131215, 183, 129
202201131230, 184, 140
202201131245, 170, 129
202201131300, 188, 147
202201131315, 167, 126
202201131330, 177, 136
202201131345, 171, 153
202201131400, 188, 137
202201131415, 174, 131
202201131430, 170, 129
202201131445, 168, 138
202201131500, 189, 144
202201131515, 178, 131
202201131530, 168, 149
202201131545, 172, 134
202201131600, 177, 133
202201131615, 175, 125
202201131630, 168, 137
202201131645, 188, 135
202201131700, 171, 134
202201131715, 179, 147
202201131730, 171, 134
202201131745, 166, 152
202201131800, 186, 147
202201131815, 171, 130
202201131830, 176, 153
202201131845, 176, 139
202201131900, 166, 125
202201131915, 168, 140
202201131930, 166, 138
202201131945, 179, 153
202201132000, 176, 147
202201132015, 178, 126
202201132030, 175, 151
202201132045, 177, 130
202201132100, 165, 143
202201132115, 173, 154
202201132130, 177, 128
202201132145, 167, 140
202201132200, 169, 150
202201132215, 171, 152
202201132230, 170, 134
202201132245, 173, 131
202201132300, 179, 136
202201132315, 180, 131
202201132330, 166, 133
202201132345, 181, 129
202201140000, 193, 142
202201140015, 180, 154
202201140030, 182, 138
202201140045, 176, 127
202201140100, 194, 134
202201140115, 187, 144
202201140130, 168, 154
202201140145, 193, 150
202201140200, 180, 127
202201140215, 166, 142
202201140230, 176, 128
202201140245, 172, 142
202201140300, 180, 136
202201140315, 167, 130
