Organization : org1
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy production power in MW>
202101031515, 104
202101031530, 105
202101031545, 109
202101031600, 109
202101031615, 112
202101031630, 113
202101031645, 104
202101031700, 113
202101031715, 105
202101031730, 126
202101031745, 111
202101031800, 105
202101031815, 127
202101031830, 120
202101031845, 100
202101031900, 123
202101031915, 100
202101031930, 113
202101031945, 119
202101032000, 100
202101032015, 110
202101032030, 122
202101032045, 127
202101032100, 102
202101032115, 125
202101032130, 126
202101032145, 112
202101032200, 118
202101032215, 105
202101032230, 126
202101032245, 125
202101032300, 109
202101032315, 121
202101032330, 127
202101032345, 113
202101040000, 111
202101040015, 109
202101040030, 104
202101040045, 126
202101040100, 116
202101040115, 121
202101040130, 105
202101040145, 122
202101040200, 120
202101040215, 100
202101040230, 122
202101040245, 101
202101040300, 118
202101040315, 128
202101040330, 118
202101040345, 128
202101040400, 111
202101040415, 129
202101040430, 104
202101040445, 126
202101040500, 102
202101040515, 114
202101040530, 104
202101040545, 125
202101040600, 109
202101040615, 118
202101040630, 101
202101040645, 125
202101040700, 112
202101040715, 106
202101040730, 100
202101040745, 106
202101040800, 107
202101040815, 108
202101040830, 119
202101040845, 115
202101040900, 116
202101040915, 107
202101040930, 124
202101040945, 112
202101041000, 121
202101041015, 121
202101041030, 122
202101041045, 118
202101041100, 116
202101041115, 103
202101041130, 106
202101041145, 127
202101041200, 102
202101041215, 100
202101041230, 128
202101041245, 109
202101041300, 128
202101041315, 121
202101041330, 112
202101041345, 123
202101041400, 126
202101041415, 107
202101041430, 125
202101041445, 111
202101041500, 122
202101041515, 119
202101041530, 114
202101041545, 120
202101041600, 109
202101041615, 106
202101041630, 122
202101041645, 126
202101041700, 109
202101041715, 122
202101041730, 112
202101041745, 126
202101041800, 126
202101041815, 115
202101041830, 101
202101041845, 109
202101041900, 116
202101041915, 105
202101041930, 105
202101041945, 103
202101042000, 129
202101042015, 121
202101042030, 121
202101042045, 105
202101042100, 110
202101042115, 102
202101042130, 118
202101042145, 111
202101042200, 116
202101042215, 126
202101042230, 128
202101042245, 118
202101042300, 123
202101042315, 126
202101042330, 114
202101042345, 108
202101050000, 119
202101050015, 122
202101050030, 107
202101050045, 126
202101050100, 126
202101050115, 111
202101050130, 103
202101050145, 105
202101050200, 100
202101050215, 107
202101050230, 127
202101050245, 110
202101050300, 128
202101050315, 114
202101050330, 100
202101050345, 129
202101050400, 113
202101050415, 123
202101050430, 125
202101050445, 103
202101050500, 128
202101050515, 101
202101050530, 119
202101050545, 125
202101050600, 120
202101050615, 114
202101050630, 101
202101050645, 103
202101050700, 111
202101050715, 129
202101050730, 108
202101050745, 118
202101050800, 113
202101050815, 116
202101050830, 101
202101050845, 126
202101050900, 103
202101050915, 123
202101050930, 113
202101050945, 119
202101051000, 114
202101051015, 125
202101051030, 120
202101051045, 104
202101051100, 100
202101051115, 121
202101051130, 124
202101051145, 105
202101051200, 125
202101051215, 103
202101051230, 121
202101051245, 129
202101051300, 119
202101051315, 117
202101051330, 127
202101051345, 127
202101051400, 104
202101051415, 112
202101051430, 115
202101051445, 106
202101051500, 103
202101051515, 101
202101051530, 118
202101051545, 100
202101051600, 118
202101051615, 114
202101051630, 129
202101051645, 107
202101051700, 102
202101051715, 109
202101051730, 106
202101051745, 121
202101051800, 107
202101051815, 104
202101051830, 119
202101051845, 107
202101051900, 107
202101051915, 125
202101051930, 111
202101051945, 111
202101052000, 103
202101052015, 119
202101052030, 102
202101052045, 106
202101052100, 113
202101052115, 112
202101052130, 128
202101052145, 124
202101052200, 116
202101052215, 109
202101052230, 111
202101052245, 109
202101052300, 108
202101052315, 106
202101052330, 128
202101052345, 110
202101060000, 109
202101060015, 104
202101060030, 103
202101060045, 102
202101060100, 108
202101060115, 122
202101060130, 121
202101060145, 127
202101060200, 112
202101060215, 111
202101060230, 120
202101060245, 128
202101060300, 109
202101060315, 100
202101060330, 106
202101060345, 103
202101060400, 126
202101060415, 112
202101060430, 126
202101060445, 109
202101060500, 119
202101060515, 124
202101060530, 118
202101060545, 125
202101060600, 101
202101060615, 122
202101060630, 120
202101060645, 112
202101060700, 127
202101060715, 120
202101060730, 102
202101060745, 119
202101060800, 124
202101060815, 120
202101060830, 115
202101060845, 110
202101060900, 107
202101060915, 100
202101060930, 107
202101060945, 107
202101061000, 111
202101061015, 117
202101061030, 110
202101061045, 109
202101061100, 113
202101061115, 104
202101061130, 100
202101061145, 111
202101061200, 110
202101061215, 122
202101061230, 127
202101061245, 106
202101061300, 116
202101061315, 107
202101061330, 126
202101061345, 123
202101061400, 109
202101061415, 111
202101061430, 101
202101061445, 109
202101061500, 103
202101061515, 115
202101061530, 112
202101061545, 110
202101061600, 111
202101061615, 112
202101061630, 122
202101061645, 129
202101061700, 113
202101061715, 125
202101061730, 105
202101061745, 128
202101061800, 121
202101061815, 117
202101061830, 118
202101061845, 117
202101061900, 118
202101061915, 126
202101061930, 102
202101061945, 129
202101062000, 127
202101062015, 122
202101062030, 123
202101062045, 102
202101062100, 128
202101062115, 103
202101062130, 127
202101062145, 103
202101062200, 111
202101062215, 105
202101062230, 121
202101062245, 101
202101062300, 104
202101062315, 112
202101062330, 107
202101062345, 105
202101070000, 103
202101070015, 128
202101070030, 100
202101070045, 127
202101070100, 102
202101070115, 111
202101070130, 102
202101070145, 123
202101070200, 102
202101070215, 120
202101070230, 115
202101070245, 120
202101070300, 128
202101070315, 120
202101070330, 122
202101070345, 122
202101070400, 127
202101070415, 112
202101070430, 107
202101070445, 104
202101070500, 114
202101070515, 113
202101070530, 102
202101070545, 116
202101070600, 112
202101070615, 127
202101070630, 109
202101070645, 101
202101070700, 120
202101070715, 129
202101070730, 122
202101070745, 127
202101070800, 123
202101070815, 115
202101070830, 122
202101070845, 105
202101070900, 126
202101070915, 104
202101070930, 121
202101070945, 102
202101071000, 124
202101071015, 121
202101071030, 105
202101071045, 116
202101071100, 127
202101071115, 101
202101071130, 107
202101071145, 113
202101071200, 105
202101071215, 126
202101071230, 111
202101071245, 110
202101071300, 114
202101071315, 105
202101071330, 113
202101071345, 105
202101071400, 104
202101071415, 108
202101071430, 102
202101071445, 103
202101071500, 118
202101071515, 112
202101071530, 103
202101071545, 105
202101071600, 123
202101071615, 110
202101071630, 103
202101071645, 124
202101071700, 118
202101071715, 101
202101071730, 124
202101071745, 100
202101071800, 118
202101071815, 127
202101071830, 110
202101071845, 117
202101071900, 110
202101071915, 125
202101071930, 125
202101071945, 112
202101072000, 119
202101072015, 111
202101072030, 101
202101072045, 114
202101072100, 102
202101072115, 104
202101072130, 101
202101072145, 104
202101072200, 108
202101072215, 106
202101072230, 104
202101072245, 109
202101072300, 128
202101072315, 115
202101072330, 123
202101072345, 110
202101080000, 109
202101080015, 121
202101080030, 129
202101080045, 124
202101080100, 119
202101080115, 114
202101080130, 121
202101080145, 124
202101080200, 110
202101080215, 125
202101080230, 124
202101080245, 118
202101080300, 124
202101080315, 113
202101080330, 117
202101080345, 124
202101080400, 121
202101080415, 103
202101080430, 107
202101080445, 104
202101080500, 102
202101080515, 115
202101080530, 113
202101080545, 101
202101080600, 112
202101080615, 122
202101080630, 125
202101080645, 102
202101080700, 114
202101080715, 124
202101080730, 127
202101080745, 112
202101080800, 113
202101080815, 119
202101080830, 106
202101080845, 103
202101080900, 119
202101080915, 118
202101080930, 118
202101080945, 123
202101081000, 104
202101081015, 112
202101081030, 127
202101081045, 106
202101081100, 103
202101081115, 125
202101081130, 103
202101081145, 111
202101081200, 126
202101081215, 106
202101081230, 114
202101081245, 119
202101081300, 106
202101081315, 106
202101081330, 112
202101081345, 114
202101081400, 100
202101081415, 118
202101081430, 106
202101081445, 127
202101081500, 129
202101081515, 121
202101081530, 112
202101081545, 107
202101081600, 104
202101081615, 119
202101081630, 116
202101081645, 118
202101081700, 121
202101081715, 115
202101081730, 118
202101081745, 116
202101081800, 110
202101081815, 117
202101081830, 108
202101081845, 111
202101081900, 118
202101081915, 101
202101081930, 129
202101081945, 128
202101082000, 121
202101082015, 121
202101082030, 108
202101082045, 129
202101082100, 125
202101082115, 119
202101082130, 106
202101082145, 114
202101082200, 100
202101082215, 105
202101082230, 118
202101082245, 127
202101082300, 117
202101082315, 109
202101082330, 122
202101082345, 123
202101090000, 120
202101090015, 124
202101090030, 109
202101090045, 112
202101090100, 108
202101090115, 105
202101090130, 126
202101090145, 116
202101090200, 109
202101090215, 104
202101090230, 100
202101090245, 127
202101090300, 107
202101090315, 108
202101090330, 125
202101090345, 127
202101090400, 111
202101090415, 103
202101090430, 118
202101090445, 106
202101090500, 116
202101090515, 106
202101090530, 114
202101090545, 122
202101090600, 115
202101090615, 100
202101090630, 108
202101090645, 128
202101090700, 126
202101090715, 121
202101090730, 129
202101090745, 128
202101090800, 123
202101090815, 107
202101090830, 118
202101090845, 102
202101090900, 121
202101090915, 116
202101090930, 114
202101090945, 115
202101091000, 126
202101091015, 107
202101091030, 114
202101091045, 105
202101091100, 125
202101091115, 120
202101091130, 119
202101091145, 118
202101091200, 106
202101091215, 124
202101091230, 101
202101091245, 126
202101091300, 123
202101091315, 115
202101091330, 114
202101091345, 120
202101091400, 126
202101091415, 116
202101091430, 129
202101091445, 117
202101091500, 127
202101091515, 129
202101091530, 116
202101091545, 107
202101091600, 104
202101091615, 112
202101091630, 107
202101091645, 123
202101091700, 115
202101091715, 112
202101091730, 114
202101091745, 109
202101091800, 106
202101091815, 108
202101091830, 120
202101091845, 111
202101091900, 114
202101091915, 114
202101091930, 100
202101091945, 109
202101092000, 116
202101092015, 111
202101092030, 111
202101092045, 101
202101092100, 123
202101092115, 118
202101092130, 121
202101092145, 113
202101092200, 109
202101092215, 118
202101092230, 106
202101092245, 124
202101092300, 123
202101092315, 102
202101092330, 102
202101092345, 124
202101100000, 120
202101100015, 102
202101100030, 112
202101100045, 102
202101100100, 103
202101100115, 102
202101100130, 109
202101100145, 126
202101100200, 111
202101100215, 107
202101100230, 108
202101100245, 101
202101100300, 129
202101100315, 123
202101100330, 122
202101100345, 119
202101100400, 101
202101100415, 106
202101100430, 117
202101100445, 106
202101100500, 104
202101100515, 108
202101100530, 120
202101100545, 124
202101100600, 111
202101100615, 109
202101100630, 109
202101100645, 107
202101100700, 119
202101100715, 114
202101100730, 109
202101100745, 108
202101100800, 111
202101100815, 116
202101100830, 102
202101100845, 108
202101100900, 126
202101100915, 100
202101100930, 127
202101100945, 121
202101101000, 107
202101101015, 122
202101101030, 126
202101101045, 112
202101101100, 118
202101101115, 111
202101101130, 107
202101101145, 121
202101101200, 116
202101101215, 121
202101101230, 106
202101101245, 103
202101101300, 121
202101101315, 107
202101101330, 121
202101101345, 100
202101101400, 126
202101101415, 103
202101101430, 113
202101101445, 128
202101101500, 106
202101101515, 116
202101101530, 115
202101101545, 106
202101101600, 106
202101101615, 123
202101101630, 127
202101101645, 101
202101101700, 113
202101101715, 126
202101101730, 108
202101101745, 127
202101101800, 116
202101101815, 105
202101101830, 107
202101101845, 123
202101101900, 117
202101101915, 101
202101101930, 118
202101101945, 126
202101102000, 119
202101102015, 107
202101102030, 116
202101102045, 100
202101102100, 103
202101102115, 123
202101102130, 114
202101102145, 110
202101102200, 124
202101102215, 125
202101102230, 116
202101102245, 120
202101102300, 107
202101102315, 115
202101102330, 127
202101102345, 115
202101110000, 124
202101110015, 129
202101110030, 106
202101110045, 105
202101110100, 117
202101110115, 121
202101110130, 115
202101110145, 102
202101110200, 105
202101110215, 100
202101110230, 104
202101110245, 129
202101110300, 105
202101110315, 124
202101110330, 102
202101110345, 124
202101110400, 127
202101110415, 108
202101110430, 102
202101110445, 113
202101110500, 127
202101110515, 119
202101110530, 120
202101110545, 120
202101110600, 123
202101110615, 100
202101110630, 100
202101110645, 121
202101110700, 128
202101110715, 119
202101110730, 121
202101110745, 123
202101110800, 117
202101110815, 104
202101110830, 106
202101110845, 102
202101110900, 110
202101110915, 106
202101110930, 128
202101110945, 115
202101111000, 128
202101111015, 105
202101111030, 121
202101111045, 121
202101111100, 121
202101111115, 104
202101111130, 111
202101111145, 123
202101111200, 121
202101111215, 125
202101111230, 119
202101111245, 115
202101111300, 104
202101111315, 110
202101111330, 129
202101111345, 106
202101111400, 128
202101111415, 105
202101111430, 129
202101111445, 110
202101111500, 118
202101111515, 123
202101111530, 106
202101111545, 123
202101111600, 116
202101111615, 123
202101111630, 125
202101111645, 121
202101111700, 118
202101111715, 117
202101111730, 102
202101111745, 119
202101111800, 111
202101111815, 126
202101111830, 119
202101111845, 109
202101111900, 124
202101111915, 118
202101111930, 105
202101111945, 125
202101112000, 116
202101112015, 107
202101112030, 121
202101112045, 101
202101112100, 110
202101112115, 127
202101112130, 103
202101112145, 107
202101112200, 120
202101112215, 110
202101112230, 104
202101112245, 100
202101112300, 112
202101112315, 127
202101112330, 117
202101112345, 127
202101120000, 125
202101120015, 114
202101120030, 123
202101120045, 122
202101120100, 125
202101120115, 123
202101120130, 115
202101120145, 109
202101120200, 102
202101120215, 114
202101120230, 101
202101120245, 101
202101120300, 108
202101120315, 110
202101120330, 100
202101120345, 104
202101120400, 117
202101120415, 126
202101120430, 110
202101120445, 116
202101120500, 119
202101120515, 126
202101120530, 118
202101120545, 121
202101120600, 125
202101120615, 117
202101120630, 115
202101120645, 102
202101120700, 127
202101120715, 102
202101120730, 102
202101120745, 128
202101120800, 121
202101120815, 129
202101120830, 124
202101120845, 104
202101120900, 125
202101120915, 126
202101120930, 113
202101120945, 128
202101121000, 110
202101121015, 122
202101121030, 119
202101121045, 114
202101121100, 114
202101121115, 117
202101121130, 110
202101121145, 122
202101121200, 112
202101121215, 118
202101121230, 125
202101121245, 117
202101121300, 106
202101121315, 111
202101121330, 101
202101121345, 111
202101121400, 120
202101121415, 105
202101121430, 116
202101121445, 111
202101121500, 112
202101121515, 121
202101121530, 118
202101121545, 120
202101121600, 107
202101121615, 116
202101121630, 118
202101121645, 106
202101121700, 102
202101121715, 122
202101121730, 107
202101121745, 100
202101121800, 112
202101121815, 128
202101121830, 101
202101121845, 119
202101121900, 117
202101121915, 124
202101121930, 109
202101121945, 125
202101122000, 129
202101122015, 114
202101122030, 111
202101122045, 116
202101122100, 119
202101122115, 108
202101122130, 114
202101122145, 119
202101122200, 121
202101122215, 100
202101122230, 121
202101122245, 122
202101122300, 123
202101122315, 106
202101122330, 109
202101122345, 105
202101130000, 110
202101130015, 100
202101130030, 103
202101130045, 112
202101130100, 103
202101130115, 101
202101130130, 111
202101130145, 121
202101130200, 129
202101130215, 101
202101130230, 107
202101130245, 113
202101130300, 125
202101130315, 106
202101130330, 121
202101130345, 107
202101130400, 106
202101130415, 108
202101130430, 102
202101130445, 118
202101130500, 117
202101130515, 122
202101130530, 119
202101130545, 128
202101130600, 101
202101130615, 122
202101130630, 107
202101130645, 118
202101130700, 110
202101130715, 109
202101130730, 123
202101130745, 111
202101130800, 114
202101130815, 125
202101130830, 114
202101130845, 104
202101130900, 111
202101130915, 123
202101130930, 106
202101130945, 127
202101131000, 127
202101131015, 113
202101131030, 101
202101131045, 115
202101131100, 129
202101131115, 118
202101131130, 124
202101131145, 111
202101131200, 106
202101131215, 112
202101131230, 108
202101131245, 104
202101131300, 106
202101131315, 127
202101131330, 123
202101131345, 116
202101131400, 128
202101131415, 101
202101131430, 120
202101131445, 127
202101131500, 127
202101131515, 105
202101131530, 108
202101131545, 121
202101131600, 110
202101131615, 114
202101131630, 129
202101131645, 107
202101131700, 106
202101131715, 120
202101131730, 101
202101131745, 102
202101131800, 115
202101131815, 120
202101131830, 118
202101131845, 124
202101131900, 121
202101131915, 118
202101131930, 122
202101131945, 100
202101132000, 106
202101132015, 107
202101132030, 103
202101132045, 104
202101132100, 101
202101132115, 104
202101132130, 100
202101132145, 109
202101132200, 127
202101132215, 107
202101132230, 126
202101132245, 112
202101132300, 126
202101132315, 116
202101132330, 128
202101132345, 105
202101140000, 110
202101140015, 115
202101140030, 125
202101140045, 109
202101140100, 118
202101140115, 102
202101140130, 105
202101140145, 109
202101140200, 125
202101140215, 127
202101140230, 112
202101140245, 116
202101140300, 115
202101140315, 106
202101140330, 114
202101140345, 104
202101140400, 102
202101140415, 112
202101140430, 100
202101140445, 101
202101140500, 112
202101140515, 103
202101140530, 103
202101140545, 106
202101140600, 125
202101140615, 117
202101140630, 109
202101140645, 115
202101140700, 105
202101140715, 110
202101140730, 102
202101140745, 128
202101140800, 120
202101140815, 100
202101140830, 116
202101140845, 125
202101140900, 105
202101140915, 120
202101140930, 108
202101140945, 128
202101141000, 103
202101141015, 122
202101141030, 119
202101141045, 101
202101141100, 129
202101141115, 100
202101141130, 110
202101141145, 100
202101141200, 103
202101141215, 108
202101141230, 118
202101141245, 128
202101141300, 106
202101141315, 115
202101141330, 113
202101141345, 102
202101141400, 120
202101141415, 108
202101141430, 114
202101141445, 122
202101141500, 119
202101141515, 101
202101141530, 122
202101141545, 117
202101141600, 121
202101141615, 102
202101141630, 122
202101141645, 100
202101141700, 107
202101141715, 115
202101141730, 104
202101141745, 120
202101141800, 120
202101141815, 117
202101141830, 100
202101141845, 115
202101141900, 126
202101141915, 109
202101141930, 119
202101141945, 122
202101142000, 104
202101142015, 114
202101142030, 124
202101142045, 110
202101142100, 110
202101142115, 101
202101142130, 109
202101142145, 126
202101142200, 112
202101142215, 125
202101142230, 123
202101142245, 117
202101142300, 114
202101142315, 124
202101142330, 111
202101142345, 116
202101150000, 102
202101150015, 117
202101150030, 109
202101150045, 124
202101150100, 121
202101150115, 119
202101150130, 113
202101150145, 113
202101150200, 100
202101150215, 103
202101150230, 129
202101150245, 129
202101150300, 102
202101150315, 116
202101150330, 111
202101150345, 107
202101150400, 105
202101150415, 124
202101150430, 129
202101150445, 106
202101150500, 105
202101150515, 125
202101150530, 124
202101150545, 106
202101150600, 118
202101150615, 111
202101150630, 122
202101150645, 113
202101150700, 121
202101150715, 123
202101150730, 123
202101150745, 101
202101150800, 115
202101150815, 107
202101150830, 128
202101150845, 110
202101150900, 112
202101150915, 106
202101150930, 108
202101150945, 120
202101151000, 125
202101151015, 100
202101151030, 109
202101151045, 100
202101151100, 117
202101151115, 125
202101151130, 125
202101151145, 111
202101151200, 112
202101151215, 110
202101151230, 122
202101151245, 117
202101151300, 107
202101151315, 104
202101151330, 107
202101151345, 120
202101151400, 115
202101151415, 114
202101151430, 108
202101151445, 126
202101151500, 104
202101151515, 100
202101151530, 106
202101151545, 104
202101151600, 110
202101151615, 107
202101151630, 104
202101151645, 102
202101151700, 108
202101151715, 109
202101151730, 119
202101151745, 125
202101151800, 115
202101151815, 102
202101151830, 118
202101151845, 102
202101151900, 100
202101151915, 117
202101151930, 111
202101151945, 115
202101152000, 119
202101152015, 129
202101152030, 108
202101152045, 118
202101152100, 125
202101152115, 109
202101152130, 116
202101152145, 122
202101152200, 122
202101152215, 112
202101152230, 112
202101152245, 124
202101152300, 108
202101152315, 102
202101152330, 128
202101152345, 110
202101160000, 109
202101160015, 126
202101160030, 118
202101160045, 105
202101160100, 107
202101160115, 128
202101160130, 103
202101160145, 107
202101160200, 110
202101160215, 127
202101160230, 124
202101160245, 105
202101160300, 124
202101160315, 120
202101160330, 106
202101160345, 122
202101160400, 114
202101160415, 107
202101160430, 116
202101160445, 118
202101160500, 118
202101160515, 112
202101160530, 107
202101160545, 117
202101160600, 101
202101160615, 116
202101160630, 112
202101160645, 114
202101160700, 103
202101160715, 105
202101160730, 115
202101160745, 119
202101160800, 117
202101160815, 112
202101160830, 118
202101160845, 106
202101160900, 101
202101160915, 113
202101160930, 115
202101160945, 100
202101161000, 126
202101161015, 120
202101161030, 119
202101161045, 124
202101161100, 114
202101161115, 109
202101161130, 117
202101161145, 116
202101161200, 101
202101161215, 111
202101161230, 114
202101161245, 129
202101161300, 115
202101161315, 125
202101161330, 104
202101161345, 108
202101161400, 102
202101161415, 109
202101161430, 120
202101161445, 104
202101161500, 129
202101161515, 116
202101161530, 101
202101161545, 125
202101161600, 107
202101161615, 121
202101161630, 121
202101161645, 127
202101161700, 115
202101161715, 123
202101161730, 127
202101161745, 108
202101161800, 115
202101161815, 121
202101161830, 125
202101161845, 129
202101161900, 111
202101161915, 101
202101161930, 121
202101161945, 120
202101162000, 119
202101162015, 122
202101162030, 107
202101162045, 100
202101162100, 113
202101162115, 124
202101162130, 101
202101162145, 127
202101162200, 126
202101162215, 101
202101162230, 111
202101162245, 108
202101162300, 110
202101162315, 109
202101162330, 105
202101162345, 124
202101170000, 120
202101170015, 119
202101170030, 110
202101170045, 128
202101170100, 100
202101170115, 112
202101170130, 107
202101170145, 124
202101170200, 117
202101170215, 108
202101170230, 112
202101170245, 114
202101170300, 110
202101170315, 117
202101170330, 113
202101170345, 121
202101170400, 120
202101170415, 104
202101170430, 118
202101170445, 103
202101170500, 109
202101170515, 124
202101170530, 126
202101170545, 112
202101170600, 119
202101170615, 124
202101170630, 108
202101170645, 108
202101170700, 121
202101170715, 114
202101170730, 126
202101170745, 111
202101170800, 105
202101170815, 104
202101170830, 126
202101170845, 120
202101170900, 101
202101170915, 121
202101170930, 110
202101170945, 102
202101171000, 104
202101171015, 107
202101171030, 110
202101171045, 120
202101171100, 124
202101171115, 115
202101171130, 102
202101171145, 125
202101171200, 114
202101171215, 127
202101171230, 101
202101171245, 115
202101171300, 128
202101171315, 107
202101171330, 128
202101171345, 106
202101171400, 117
202101171415, 124
202101171430, 100
202101171445, 114
202101171500, 119
202101171515, 124
202101171530, 104
202101171545, 121
202101171600, 119
202101171615, 101
202101171630, 126
202101171645, 118
202101171700, 105
202101171715, 116
202101171730, 107
202101171745, 120
202101171800, 127
202101171815, 121
202101171830, 119
202101171845, 118
202101171900, 101
202101171915, 122
202101171930, 129
202101171945, 100
202101172000, 123
202101172015, 106
202101172030, 117
202101172045, 129
202101172100, 116
202101172115, 126
202101172130, 108
202101172145, 102
202101172200, 111
202101172215, 118
202101172230, 106
202101172245, 111
202101172300, 105
202101172315, 123
202101172330, 111
202101172345, 106
202101180000, 107
202101180015, 121
202101180030, 105
202101180045, 111
202101180100, 113
202101180115, 113
202101180130, 115
202101180145, 123
202101180200, 104
202101180215, 129
202101180230, 105
202101180245, 104
202101180300, 110
202101180315, 127
202101180330, 129
202101180345, 110
202101180400, 110
202101180415, 114
202101180430, 121
202101180445, 119
202101180500, 122
202101180515, 112
202101180530, 113
202101180545, 127
202101180600, 120
202101180615, 117
202101180630, 116
202101180645, 117
202101180700, 113
202101180715, 118
202101180730, 124
202101180745, 105
202101180800, 104
202101180815, 125
202101180830, 128
202101180845, 122
202101180900, 119
202101180915, 109
202101180930, 110
202101180945, 104
202101181000, 127
202101181015, 118
202101181030, 100
202101181045, 127
202101181100, 116
202101181115, 115
202101181130, 103
202101181145, 106
202101181200, 118
202101181215, 103
202101181230, 121
202101181245, 126
202101181300, 101
202101181315, 100
202101181330, 105
202101181345, 109
202101181400, 100
202101181415, 107
202101181430, 107
202101181445, 106
202101181500, 108
202101181515, 106
202101181530, 101
202101181545, 103
202101181600, 128
202101181615, 104
202101181630, 118
202101181645, 102
202101181700, 124
202101181715, 104
202101181730, 114
202101181745, 129
202101181800, 103
202101181815, 115
202101181830, 117
202101181845, 124
202101181900, 106
202101181915, 115
202101181930, 107
202101181945, 124
202101182000, 124
202101182015, 106
202101182030, 117
202101182045, 128
202101182100, 105
202101182115, 111
202101182130, 122
202101182145, 100
202101182200, 123
202101182215, 129
202101182230, 124
202101182245, 114
202101182300, 112
202101182315, 104
202101182330, 111
202101182345, 115
202101190000, 110
202101190015, 102
202101190030, 111
202101190045, 110
202101190100, 111
202101190115, 104
202101190130, 108
202101190145, 115
202101190200, 111
202101190215, 108
202101190230, 111
